DEPT,AHT10,AHT20,AHT30,AHT60,AHT90,AHTCO60,AHTCO90,DPHZ,DSOZ,DT,GR,HAZI,HCAL,HDRA,HMIN,HMNO,HTEM,ITT,NPOR,PEFZ,RSOZ,RXOZ,SDEV,SP,SPHI,RHOZ,TOP
3918.5,2.9649,2.9953,3.0292,3.128,3.133,319.6904,319.1865,0.1475,0.1804,117.2987,52.7964,162.6355,6.7778,-0.0009,2.9868,2.65,89.6808,0.0669,0.432,6.1628,0,3.6439,4.0003,2.4375,0.4257,2.4066,MATANUSKA
3918,2.9679,2.9948,3.0403,3.1327,3.122,319.2116,320.3074,0.1599,0.1565,117.4422,50.67,162.7211,6.7892,-0.004,2.9499,2.6175,89.6808,0.0669,0.4556,5.9458,0,3.5325,4.0001,2.625,0.4267,2.3862,MATANUSKA
3917.5,2.9839,3.0224,3.0536,3.1412,3.1223,318.3511,320.2723,0.1773,0.1338,117.3583,47.9278,162.7468,6.8083,-0.009,2.8183,2.5016,89.6808,0.067,0.4421,5.6392,0,3.554,3.9893,2,0.4261,2.3575,MATANUSKA
3917,2.9309,2.9723,3.001,3.0854,3.0458,324.1081,328.3173,0.182,0.17,117.2465,49.4287,162.8361,6.8121,-0.011,2.8625,2.5405,89.6808,0.0671,0.4151,5.503,0,3.4507,3.9824,2.0625,0.4253,2.3497,MATANUSKA
3916.5,2.8589,2.9027,2.9143,2.988,2.9624,334.6724,337.5626,0.1751,0.2512,118.6979,49.4374,162.9157,6.8121,-0.008,2.6239,2.3303,89.6808,0.0671,0.4265,5.7448,0,3.3721,3.9869,3,0.4354,2.3612,MATANUSKA
3916,2.7955,2.8346,2.8384,2.8896,2.8808,346.0739,347.1244,0.1733,0.2805,119.9137,51.0349,163.0993,6.7778,-0.0037,2.5993,2.3086,89.6808,0.0672,0.4612,6.0973,0,3.2233,3.981,3.8125,0.4438,2.364,MATANUSKA
3915.5,2.796,2.845,2.8496,2.8831,2.8775,346.8439,347.5179,0.1611,0.2915,122.1333,47.7157,163.1459,6.7549,0.0083,2.5945,2.3043,89.6808,0.0672,0.44,6.1976,0,3.2474,3.9812,3.125,0.4593,2.3842,MATANUSKA
3915,2.803,2.8437,2.8456,2.8913,2.8752,345.8633,347.7971,0.1633,0.2643,123.7844,49.3715,163.2441,6.7014,0.0139,2.6455,2.3493,89.6808,0.0673,0.4299,5.9105,0,3.1923,3.971,1.1875,0.4707,2.3806,MATANUSKA
3914.5,2.7572,2.777,2.7853,2.8314,2.8141,353.1781,355.3479,0.1649,0.2785,123.6017,50.0337,163.3338,6.6976,0.0123,2.6433,2.3474,89.6808,0.0674,0.4704,5.6409,0,3.2254,3.975,1.25,0.4695,2.3779,MATANUSKA
3914,2.7198,2.7217,2.74,2.7908,2.7666,358.3242,361.4529,0.1791,0.2974,123.4728,53.0471,163.3246,6.7205,0.0015,2.6331,2.3384,89.6808,0.0674,0.4614,5.621,0,3.2102,3.9604,2.3125,0.4686,2.3545,MATANUSKA
3913.5,2.6824,2.689,2.7103,2.7705,2.7333,360.944,365.8532,0.1708,0.3357,122.6898,50.0824,163.3759,6.7396,-0.0059,2.5888,2.2993,89.6808,0.0675,0.4425,5.8473,0,3.2373,3.962,1.5,0.4631,2.3682,MATANUSKA
3913,2.7471,2.7619,2.7647,2.8427,2.7782,351.7823,359.9434,0.1246,0.3963,122.0553,46.6399,163.4382,6.7396,-0.0026,2.6689,2.3699,89.6808,0.0675,0.4273,6.1677,0,3.4197,3.9701,2.3125,0.4587,2.4443,MATANUSKA
3912.5,3.0587,3.0571,3.0816,3.1742,3.1314,315.0351,319.3489,0.1097,0.4248,116.7422,42.9245,163.4739,6.7434,-0.014,3.6477,3.2321,89.6808,0.0676,0.399,6.5842,0.0201,4.3959,3.9648,0.875,0.4218,2.4691,MATANUSKA
3912,3.5615,3.6044,3.5828,3.675,3.6693,272.1107,272.5292,0.1122,0.3873,115.3125,43.6338,163.4968,6.7549,-0.0157,4.6143,4.3277,89.6808,0.0677,0.3156,7.0223,0.051,4.7323,3.9622,0.5625,0.4119,2.4649,MATANUSKA
3911.5,3.3832,3.4535,3.458,3.5145,3.5213,284.5375,283.9863,0.1553,0.2748,114.8842,44.4617,163.6192,6.7778,-0.0194,3.12,2.7671,89.6808,0.0677,0.3638,7.2528,0.043,4.3218,3.9616,0.5625,0.4089,2.3937,MATANUSKA
3911,2.9531,3.032,3.0144,3.0627,3.142,326.5069,318.2721,0.1688,0.1798,118.9898,46.4723,163.6834,6.835,0.0023,2.7863,2.4734,89.6808,0.0678,0.4389,7.1174,0,3.4104,3.9541,1.625,0.4374,2.3714,MATANUSKA
3910.5,2.7425,2.7771,2.7932,2.8326,2.9032,353.0321,344.4431,0.1839,0.1192,124.8849,47.1815,163.795,6.8236,0.0179,2.5587,2.2728,89.6808,0.0678,0.475,6.7248,0,3.22,3.9505,1.9375,0.4784,2.3466,MATANUSKA
3910,2.6086,2.6075,2.6032,2.6351,2.75,379.4955,363.6404,0.2,0.0725,126.7899,46.7084,163.6887,6.8236,0.0218,2.5528,2.2676,89.6808,0.0679,0.4844,6.5596,0,3.0841,3.9445,1.3125,0.4916,2.32,MATANUSKA
3909.5,2.5102,2.4738,2.4779,2.4957,2.5915,400.6875,385.8785,0.2155,0.0297,128.1675,44.2247,163.8383,6.8236,0.0159,2.4235,2.1536,89.6808,0.068,0.4407,6.5238,0,3.0039,3.9476,1.5,0.5012,2.2943,MATANUSKA
3909,2.4778,2.3881,2.4034,2.4256,2.4748,412.2711,404.0658,0.22,0,128.1727,44.5883,163.8232,6.8236,0.0137,2.3838,2.1185,89.6808,0.068,0.4301,6.7272,0,2.9215,3.9478,1.1875,0.5012,2.2869,MATANUSKA
3908.5,2.4226,2.3388,2.3523,2.4065,2.3744,415.5468,421.1593,0.21,0,128.1184,47.7719,163.9592,6.8465,0.0107,2.3117,2.0549,89.6808,0.0681,0.5013,6.9955,0,2.949,3.9449,2.6875,0.5008,2.3034,MATANUSKA
3908,2.4269,2.3284,2.3338,2.4009,2.2769,416.5177,439.195,0.1889,0.008,127.0286,52.7393,164.0192,6.8541,0.008,2.4667,2.1917,89.6808,0.0682,0.5273,7.2856,0,3.1326,3.9345,2.375,0.4933,2.3383,MATANUSKA
3907.5,2.6282,2.4897,2.4931,2.5167,2.3234,397.3478,430.397,0.1524,0.0373,115.1258,49.6643,163.9438,6.858,-0.0003,3.4708,3.0763,89.6808,0.0682,0.5167,7.3499,0,4.8615,3.9314,1.375,0.4106,2.3986,MATANUSKA
3907,3.4044,3.1931,3.1849,3.1876,2.8326,313.7119,353.031,0.0988,0.0673,96.2477,40.3305,163.9831,6.8312,0.0034,16.0702,14.1997,89.6808,0.0683,0.3613,6.9882,0,10.2514,3.9284,0.6875,0.2795,2.487,MATANUSKA
3906.5,5.2173,4.9053,4.7008,4.5605,3.8067,219.2737,262.6961,0.0542,0.0861,79.7174,31.2189,163.9825,6.7434,0.0045,55.8409,49.5319,89.6808,0.0683,0.1832,6.5343,0,70.1339,3.9235,0,0.1647,2.5605,MATANUSKA
3906,7.1898,6.6603,6.1664,5.6867,4.6031,175.8501,217.2435,0.0494,0.0995,71.1136,30.9823,164.0925,6.7091,0.0086,155.3337,138.2597,89.6808,0.0683,0.1729,6.1013,0,36.435,3.9165,0.6875,0.105,2.5685,MATANUSKA
3905.5,5.1946,4.8949,4.6932,4.2788,3.6204,233.7108,276.2135,0.0852,0.1186,81.9838,38.9065,164.0855,6.7091,0.014,7.1864,6.4583,89.6808,0.0684,0.3332,5.812,0,7.783,3.9162,-0.0625,0.1804,2.5095,MATANUSKA
3905,3.3991,3.3399,3.1719,3.0515,2.9188,327.7032,342.6033,0.1427,0.1552,97.9744,47.4175,164.1495,6.7778,0.0126,2.7445,2.4366,89.6808,0.0684,0.5241,5.6008,0,4.1629,3.9097,0,0.2915,2.4146,MATANUSKA
3904.5,2.8596,2.8519,2.7288,2.6663,2.5824,375.0581,387.2426,0.1823,0.1782,115.8633,50.256,164.1585,6.7892,0.0045,2.5528,2.2676,89.6808,0.0685,0.5147,5.4842,0,3.2119,3.8996,1.6875,0.4157,2.3492,MATANUSKA
3904,2.8113,2.8215,2.7267,2.6534,2.6388,376.8811,378.965,0.1919,0.181,124.5182,49.5042,164.1967,6.7778,-0.0036,2.5705,2.2832,89.6808,0.0686,0.4555,5.4208,0,3.2117,3.8966,0.5625,0.4758,2.3334,MATANUSKA
3903.5,2.8596,2.7968,2.7059,2.622,2.7507,381.3855,363.5447,0.1856,0.1624,122.456,51.5137,164.224,6.7854,-0.0045,2.7022,2.3994,89.6808,0.0686,0.4445,5.4413,0,3.2784,3.8958,3.4375,0.4615,2.3438,MATANUSKA
3903,2.9016,2.7727,2.6958,2.6839,2.8142,372.5958,355.3459,0.1804,0.1573,122.5939,51.9868,164.2182,6.7778,-0.0063,2.7236,2.4182,89.6808,0.0687,0.4448,5.4918,0,3.2618,3.8899,2.3125,0.4625,2.3523,MATANUSKA
3902.5,2.8752,2.8201,2.7576,2.7909,2.9031,358.301,344.4616,0.1829,0.1692,121.3743,50.1951,164.2788,6.7778,-0.0098,2.5693,2.2821,89.6808,0.0687,0.451,5.5439,0,3.3301,3.8929,3.6875,0.454,2.3482,MATANUSKA
3902,2.8832,2.863,2.8143,2.8659,3.0064,348.9305,332.6267,0.1768,0.1795,121.07,48.3131,164.2224,6.8236,-0.0084,2.8018,2.4871,89.6808,0.0688,0.4267,5.5493,0,3.3069,3.8873,2.25,0.4519,2.3583,MATANUSKA
3901.5,2.8482,2.8489,2.8004,2.8947,3.0304,345.4616,329.9917,0.1735,0.1725,122.8389,49.8439,164.3517,6.8121,-0.0049,2.5642,2.2776,89.6808,0.0689,0.4248,5.5106,0,3.3289,3.8859,2.375,0.4642,2.3637,MATANUSKA
3901,2.7618,2.7934,2.7739,2.9016,3.0297,344.635,330.0669,0.1748,0.1711,122.6713,54.5163,164.3164,6.8007,-0.0017,2.6161,2.3234,89.6808,0.0689,0.4198,5.413,0,3.1945,3.8756,3.0625,0.463,2.3616,MATANUSKA
3900.5,2.7274,2.8085,2.8163,2.9616,3.0523,337.6525,327.6214,0.1781,0.1159,123.3339,54.3398,164.4052,6.8121,-0.0007,2.6405,2.3449,89.6808,0.069,0.431,5.1115,0,3.2807,3.8756,3.25,0.4676,2.3561,MATANUSKA
3900,2.8035,2.8919,2.8944,3.0475,3.1177,328.1397,320.7506,0.1768,0.0625,122.8188,54.3465,164.3524,6.8121,-0.0003,2.7434,2.4357,89.6808,0.069,0.4336,4.9075,0,3.3767,3.8702,3.8125,0.464,2.3582,MATANUSKA
3899.5,2.8834,2.9892,2.988,3.131,3.1939,319.3831,313.0971,0.1706,0,122.0324,51.9811,164.3664,6.8007,-0.0001,2.8785,2.5547,89.6808,0.0691,0.4211,4.8666,0,3.4754,3.8687,3,0.4586,2.3685,MATANUSKA
3899,2.9166,3.0432,3.0527,3.1866,3.2432,313.8093,308.3385,0.1687,0,121.558,51.3208,164.4638,6.8236,-0.0015,2.7925,2.4789,89.6808,0.0692,0.4357,5.1373,0,3.4328,3.8662,2.6875,0.4553,2.3717,MATANUSKA
3898.5,2.9056,3.0285,3.0477,3.1761,3.2266,314.8485,309.9276,0.1675,0,121.4074,51.5574,164.5363,6.8083,-0.0021,2.6533,2.3562,89.6808,0.0692,0.4278,5.3236,0,3.3477,3.8601,2.625,0.4542,2.3736,MATANUSKA
3898,2.9208,3.0325,3.0599,3.1873,3.2363,313.7498,308.9958,0.1697,0,121.5221,49.6407,164.6206,6.8083,-0.0023,2.6946,2.3927,89.6808,0.0693,0.4383,5.333,0,3.3478,3.8645,1.6875,0.455,2.3701,MATANUSKA
3897.5,2.9709,3.0833,3.1195,3.2377,3.2935,308.8637,303.6273,0.1733,0.0149,121.5897,49.6407,164.6287,6.8236,-0.0034,2.7474,2.4392,89.6808,0.0693,0.4212,5.1801,0,3.4151,3.8604,2.25,0.4555,2.364,MATANUSKA
3897,3.0108,3.1171,3.167,3.2834,3.3365,304.5626,299.7189,0.1742,0.0472,121.397,50.8234,164.78,6.8121,-0.0049,2.8079,2.4925,89.6808,0.0694,0.4335,5.0599,0,3.4737,3.8534,2,0.4541,2.3626,MATANUSKA
3896.5,3.0434,3.1493,3.2063,3.3258,3.3779,300.6794,296.0395,0.1698,0.0576,121.4539,53.0949,164.8203,6.8007,-0.0054,2.8279,2.5101,89.6808,0.0695,0.4236,5.0484,0,3.5151,3.853,2.6875,0.4545,2.3699,MATANUSKA
3896,3.083,3.175,3.2426,3.3657,3.41,297.1146,293.2537,0.1655,0.0427,121.007,53.8707,164.9023,6.8121,-0.0046,2.8446,2.5248,89.6808,0.0695,0.4373,5.1985,0,3.5378,3.8508,1.9375,0.4514,2.3769,MATANUSKA
3895.5,3.109,3.1972,3.2658,3.384,3.4384,295.506,290.8292,0.1635,0.0131,120.3781,50.6773,165.0052,6.8083,-0.0031,2.8592,2.5377,89.6808,0.0696,0.4189,5.3818,0,3.5428,3.8442,2.375,0.4471,2.3803,MATANUSKA
3895,3.1285,3.2081,3.2825,3.4158,3.4501,292.7588,289.8485,0.1527,0.0203,117.873,51.023,165.0874,6.8007,0.0013,2.8843,2.5597,89.6808,0.0696,0.4151,5.5686,0,3.7381,3.8425,1.9375,0.4297,2.3981,MATANUSKA
3894.5,3.2441,3.3239,3.3959,3.5247,3.5632,283.7095,280.6495,0.1363,0.0378,116.1036,48.6003,165.1105,6.7931,0.0055,3.477,3.0818,89.6808,0.0697,0.3953,5.8818,0,3.9155,3.8336,1.3125,0.4174,2.4251,MATANUSKA
3894,3.4082,3.5001,3.5403,3.6642,3.7046,272.9122,269.9328,0.1282,0.0352,116.2775,51.2023,165.2618,6.7778,0.0024,3.3696,2.9872,89.5011,0.0698,0.3701,6.7635,0,3.9213,3.8328,1.5,0.4186,2.4385,MATANUSKA
3893.5,3.3094,3.4209,3.4798,3.5824,3.6163,279.1398,276.5273,0.14,0.0401,117.554,49.7922,165.4171,6.7892,-0.0071,2.863,2.541,89.6808,0.0698,0.402,8.1612,0,3.8059,3.831,0.125,0.4275,2.419,MATANUSKA
3893,3.1975,3.3554,3.409,3.516,3.5463,284.4177,281.9855,0.166,0.0472,120.9379,49.2864,165.328,6.8007,-0.0171,3.2994,2.9257,89.6808,0.0699,0.42,9.2316,0,3.9303,3.8295,1.625,0.451,2.3762,MATANUSKA
3892.5,3.1991,3.3349,3.3785,3.4727,3.5037,287.9629,285.415,0.1789,0.0524,122.91,46.0931,165.5797,6.8312,-0.0172,3.2482,2.8803,89.6808,0.0699,0.4408,9.1477,0.0105,4.0198,3.8276,-0.5625,0.4647,2.3549,MATANUSKA
3892,3.2583,3.3801,3.4187,3.5041,3.5449,285.379,282.0965,0.1841,0.0343,122.2589,44.4298,165.5985,6.8236,-0.0118,3.0516,2.7071,89.6808,0.07,0.4497,8.0128,0,3.8786,3.8234,-0.125,0.4601,2.3462,MATANUSKA
3891.5,3.334,3.4277,3.4838,3.5854,3.6056,278.9118,277.3502,0.171,0.0565,121.5505,45.5847,165.6801,6.8236,-0.0032,3.1413,2.7861,89.6808,0.0701,0.4601,6.7615,0,3.8148,3.8206,3.4375,0.4552,2.3678,MATANUSKA
3891,3.4268,3.5323,3.6148,3.7222,3.7367,268.6548,267.6129,0.1567,0.1208,118.555,47.4771,165.8454,6.8236,0.0023,2.9964,2.6585,89.5011,0.0701,0.4383,5.9851,0,4.1294,3.8213,2.8125,0.4344,2.3915,MATANUSKA
3890.5,3.5981,3.6809,3.7596,3.8818,3.8945,257.6141,256.7706,0.1514,0.1873,117.8684,50.3441,165.9721,6.8236,0.0012,3.4677,3.0736,89.3214,0.0702,0.4294,5.7182,0,4.015,3.8163,3.375,0.4296,2.4002,MATANUSKA
3890,3.6905,3.7777,3.8537,3.9802,3.9855,251.2436,250.9069,0.162,0.1897,118.3522,51.7056,166.0183,6.835,-0.004,2.9498,2.6174,89.5011,0.0702,0.4169,5.6687,0,4.1368,3.8181,2.25,0.433,2.3827,MATANUSKA
3889.5,3.6931,3.8113,3.8855,4.0072,4.0168,249.5488,248.9516,0.1778,0.1547,118.0386,49.6255,166.0079,6.8694,-0.0077,3.1497,2.7935,89.6808,0.0703,0.4159,5.5535,0,3.8281,3.8144,1.75,0.4308,2.3566,MATANUSKA
3889,3.739,3.8432,3.8979,4.01,4.016,249.3778,249.0055,0.1798,0.125,119.2051,46.5294,166.0585,6.8923,-0.0058,3.1,2.7497,89.5011,0.0704,0.4448,5.3018,0,4.0424,3.8177,1.5,0.4389,2.3533,MATANUSKA
3888.5,3.7169,3.7753,3.8335,3.9443,3.9774,253.53,251.4203,0.1665,0.1668,118.7458,47.2674,166.1848,6.8809,-0.0002,3.3187,2.9423,89.6808,0.0704,0.4574,5.0567,0,3.986,3.8129,1.625,0.4357,2.3753,MATANUSKA
3888,3.709,3.83,3.7513,3.848,3.8756,259.8785,258.0251,0.1521,0.2453,118.5485,49.6865,166.2637,6.8541,0.0029,3.2366,2.87,89.6808,0.0705,0.4339,5.0518,0,3.8714,3.8102,2.75,0.4344,2.399,MATANUSKA
3887.5,3.5716,3.7937,3.8138,3.9024,3.9556,256.2534,252.8043,0.1415,0.3315,118.7441,55.6001,166.3331,6.8541,0.0036,2.6833,2.3827,89.5011,0.0705,0.4085,5.2519,0,3.4451,3.8018,2.375,0.4357,2.4166,MATANUSKA
3887,3.5692,3.6691,3.7244,3.8205,3.87,261.7454,258.3998,0.1474,0.3529,119.1792,55.9107,166.4059,6.8465,0.0002,2.5315,2.2488,89.3214,0.0706,0.4172,5.5067,0,3.4337,3.8086,2.625,0.4387,2.4068,MATANUSKA
3886.5,3.4865,3.5688,3.6241,3.7313,3.7801,268.0051,264.5413,0.1539,0.3258,119.3281,51.1957,166.384,6.8236,0.0001,3.0884,2.7396,89.5011,0.0707,0.4352,5.6364,0,3.6918,3.8019,1.5,0.4398,2.3961,MATANUSKA
3886,3.4132,3.5421,3.6037,3.7113,3.7691,269.4458,265.318,0.1665,0.2613,120.3626,48.8875,166.4292,6.8236,0.0008,3.2143,2.8504,89.3214,0.0707,0.4374,5.6056,0,3.8688,3.8052,1.75,0.447,2.3753,MATANUSKA
3885.5,3.4663,3.5831,3.629,3.7212,3.794,268.7329,263.571,0.1723,0.2155,119.9227,48.4302,166.4244,6.8236,0.0016,3.128,2.7744,89.3214,0.0708,0.3984,5.4658,0,3.8814,3.7944,2.625,0.4439,2.3657,MATANUSKA
3885,3.4378,3.5394,3.5746,3.6754,3.7532,272.0825,266.4421,0.1762,0.1999,120.1259,50.6773,166.4092,6.7835,0,3.049,2.7048,89.3214,0.0708,0.4591,5.2912,0,3.7206,3.7918,2,0.4453,2.3592,MATANUSKA
3884.5,3.318,3.4092,3.4667,3.5645,3.6467,280.5454,274.2177,0.1706,0.2186,120.752,48.9559,166.6989,6.7778,-0.0013,2.8901,2.5649,89.5011,0.0709,0.4297,5.1609,0,3.6758,3.7897,2.625,0.4497,2.3686,MATANUSKA
3884,3.2302,3.3121,3.3715,3.461,3.5382,288.935,282.6279,0.1608,0.2414,119.7819,44.5826,166.5912,6.7625,-0.0004,3.0334,2.6911,89.3214,0.071,0.4488,5.0776,0,3.7284,3.7878,1.375,0.4429,2.3846,MATANUSKA
3883.5,3.3254,3.3863,3.4341,3.537,3.6385,282.7225,274.8386,0.1596,0.2594,119.2375,42.5942,166.5508,6.7396,-0.0011,3.2633,2.8936,89.3214,0.071,0.4402,5.0387,0,3.9997,3.786,1.25,0.4391,2.3866,MATANUSKA
3883,3.4389,3.4916,3.5355,3.6299,3.7247,275.4922,268.476,0.1617,0.2574,119.1133,40.592,166.5035,6.7396,-0.0009,3.3194,2.943,89.3214,0.0711,0.4069,4.9639,0,3.9609,3.7864,0.5,0.4383,2.3832,MATANUSKA
3882.5,3.3774,3.4407,3.5053,3.5857,3.6717,278.8876,272.3528,0.1542,0.2557,119.8563,41.221,166.5287,6.7396,0.0029,2.886,2.5613,89.3214,0.0711,0.4545,4.7512,0,3.7654,3.7824,-0.3125,0.4434,2.3955,MATANUSKA
3882,3.2788,3.3559,3.4276,3.5149,3.5962,284.504,278.0733,0.1354,0.2732,121.7068,41.9084,166.5105,6.6747,0.0134,2.8641,2.542,89.3214,0.0712,0.4777,4.4618,0,3.5916,3.7781,0,0.4563,2.4266,MATANUSKA
3881.5,3.3813,3.4417,3.5009,3.6047,3.6831,277.4119,271.5127,0.1426,0.2822,123.3055,44.2315,166.4987,6.6518,0.0103,2.9606,2.627,89.3214,0.0713,0.443,4.2588,0,3.786,3.769,1.875,0.4674,2.4148,MATANUSKA
3881,3.6144,3.705,3.7784,3.8829,3.976,257.5396,251.5106,0.1573,0.2936,123.3727,46.4052,166.7752,6.732,0.0042,3.3546,2.974,89.3214,0.0713,0.4179,4.2523,0,4.2727,3.7677,1.6875,0.4679,2.3905,MATANUSKA
3880.5,3.8799,3.9846,4.0525,4.2066,4.3124,237.7198,231.8871,0.1787,0.2875,122.3348,47.3514,166.6705,6.7778,-0.0057,4.2225,3.7486,89.3214,0.0714,0.4492,4.4092,0.0188,4.889,3.7649,1.625,0.4607,2.3551,MATANUSKA
3880,4.0596,4.1743,4.2685,4.4631,4.5896,224.0604,217.8858,0.1772,0.2815,121.6277,46.8421,166.6728,6.7892,-0.0036,4.1667,3.7079,89.3214,0.0714,0.4463,4.6484,0.0362,4.9845,3.765,1.6875,0.4557,2.3576,MATANUSKA
3879.5,4.0193,4.1352,4.2398,4.4313,4.5831,225.6663,218.1946,0.1769,0.2409,122.1109,45.8143,166.4208,6.8083,-0.0016,3.8268,3.3905,89.3214,0.0715,0.4462,4.8773,0.0063,4.568,3.7627,2.25,0.4591,2.3581,MATANUSKA
3879,3.946,4.0744,4.1773,4.3765,4.548,228.491,219.8761,0.1706,0.2022,122.5919,47.8249,166.5897,6.8236,0.0001,3.4837,3.0877,89.3214,0.0716,0.4525,5.0258,0,4.4278,3.7635,2.25,0.4624,2.3685,MATANUSKA
3878.5,4.1818,4.304,4.3912,4.6265,4.8079,216.1462,207.9905,0.1623,0.1937,121.3013,47.312,166.6298,6.8465,0.0007,3.4426,3.0515,89.3214,0.0716,0.444,5.0928,0,4.4576,3.7527,2.1875,0.4535,2.3822,MATANUSKA
3878,4.7355,4.8368,4.9402,5.2234,5.5057,191.4461,181.6301,0.1537,0.219,117.6631,44.3836,166.6068,6.835,0.0009,4.0546,3.5903,89.3214,0.0717,0.4068,5.1729,0.0018,4.9709,3.7492,2.375,0.4282,2.3964,MATANUSKA
3877.5,5.1214,5.3002,5.4205,5.7743,6.143,173.1822,162.787,0.1563,0.2427,115.7702,42.7278,166.8244,6.8236,-0.002,4.3021,3.8339,89.3214,0.0717,0.3997,5.3158,0.0239,5.3139,3.7456,2.3125,0.4151,2.3921,MATANUSKA
3877,4.8101,5.0043,5.1683,5.4355,5.8513,183.9752,170.902,0.1648,0.2465,115.9826,40.8355,166.6209,6.8312,-0.005,4.0709,3.6149,89.3214,0.0718,0.4175,5.4645,0.0379,4.9866,3.7475,3.25,0.4165,2.3781,MATANUSKA
3876.5,4.1981,4.3798,4.4992,4.714,5.0217,212.135,199.1351,0.1675,0.2505,117.7266,43.7523,166.7378,6.8312,-0.0036,3.5328,3.1316,89.3214,0.0719,0.4468,5.5321,0.0047,4.5099,3.7335,2.5625,0.4287,2.3736,MATANUSKA
3876,3.7837,3.9247,4.0149,4.2162,4.448,237.1806,224.8197,0.1523,0.2742,120.6591,45.6447,166.6602,6.8121,0.0094,3.1343,2.78,89.3214,0.0719,0.4324,5.4928,0,3.9409,3.7259,3.4375,0.449,2.3988,MATANUSKA
3875.5,3.4803,3.5977,3.659,3.8465,4.0527,259.9793,246.7462,0.1536,0.2748,122.3831,48.3045,166.7292,6.8007,0.0115,2.9617,2.6279,89.3214,0.072,0.4462,5.4368,0,3.7496,3.7174,3.0625,0.461,2.3965,MATANUSKA
3875,3.3991,3.4881,3.5606,3.7461,3.9431,266.9434,253.6079,0.1649,0.236,121.8654,50.3231,166.8806,6.8121,0.0073,2.9916,2.6543,89.3214,0.072,0.4565,5.3311,0,3.8592,3.7182,2.5625,0.4574,2.3779,MATANUSKA
3874.5,3.5023,3.5974,3.6694,3.8826,4.067,257.5613,245.8839,0.181,0.1846,121.3069,48.4796,166.7843,6.8236,-0.0057,3.4746,3.0797,89.3214,0.0721,0.4196,5.1475,0,4.1034,3.7102,2.8125,0.4535,2.3514,MATANUSKA
3874,3.6202,3.7025,3.7743,3.9507,4.097,253.1223,244.0822,0.1749,0.1935,120.5896,47.2147,166.8563,6.8236,-0.0073,3.4308,3.0411,89.3214,0.0722,0.4192,4.9304,0,4.1031,3.7052,2.375,0.4485,2.3614,MATANUSKA
3873.5,3.5954,3.6938,3.7898,3.9149,4.0504,255.433,246.8874,0.1673,0.2446,118.643,46.7416,166.6414,6.8465,-0.0086,3.0088,2.6694,89.3214,0.0722,0.4105,4.8197,0,3.8547,3.7026,1.875,0.435,2.3739,MATANUSKA
3873,3.4656,3.5535,3.6302,3.7646,3.8445,265.6338,260.1092,0.1699,0.2825,119.0299,47.1236,166.907,6.8541,-0.0105,3.0027,2.6641,89.3214,0.0723,0.4154,4.8579,0,3.6468,3.6952,1.25,0.4377,2.3697,MATANUSKA
3872.5,3.3571,3.4393,3.5008,3.664,3.6912,272.9225,270.9164,0.1696,0.2795,119.9408,48.0519,166.6653,6.8618,-0.0099,2.9258,2.5964,89.3214,0.0723,0.4495,4.9307,0,3.6306,3.6927,1.3125,0.444,2.3701,MATANUSKA
3872,3.2742,3.3483,3.4101,3.5419,3.5423,282.3351,282.3042,0.1763,0.2537,120.9572,48.0458,166.8172,6.8694,-0.0106,2.9742,2.6389,89.3214,0.0724,0.4366,4.9705,0,3.5359,3.6824,1.625,0.4511,2.3591,MATANUSKA
3871.5,3.2741,3.3343,3.4056,3.5535,3.5237,281.415,283.7942,0.1771,0.2118,121.2304,47.3166,166.7107,6.877,-0.009,2.8466,2.5266,89.3214,0.0725,0.4304,4.9215,0,3.714,3.6819,0.3125,0.453,2.3578,MATANUSKA
3871,3.3624,3.4227,3.4774,3.6477,3.5865,274.1484,278.826,0.1814,0.1734,121.202,48.0444,166.9615,6.8923,-0.0085,3.2133,2.8496,89.3214,0.0725,0.4338,4.7618,0,3.8807,3.6784,0.875,0.4528,2.3507,MATANUSKA
3870.5,3.4804,3.5293,3.5847,3.7096,3.6768,269.5699,271.9752,0.1827,0.1698,121.0387,51.7368,166.7991,6.8923,-0.0071,3.2919,2.9187,89.3214,0.0726,0.45,4.5924,0,4.2176,3.6729,1.25,0.4517,2.3486,MATANUSKA
3870,3.6198,3.6982,3.7563,3.8611,3.8181,258.9966,261.9137,0.1821,0.212,120.8768,55.0231,166.8331,6.9038,-0.0064,3.8671,3.4253,89.3214,0.0726,0.4543,4.5504,0,4.5065,3.6683,3.375,0.4505,2.3496,MATANUSKA
3869.5,3.536,3.6047,3.6639,3.727,3.7109,268.3155,269.4752,0.1775,0.2736,121.1206,57.9422,166.868,6.9038,-0.0049,3.898,3.4525,89.3214,0.0727,0.4495,4.677,0,4.3473,3.6721,2.5625,0.4522,2.3571,MATANUSKA
3869,3.3661,3.4343,3.4654,3.5394,3.5274,282.5327,283.4975,0.1613,0.319,121.9792,54.8865,166.6805,6.8809,0.0032,3.0427,2.6993,89.3214,0.0728,0.4217,4.855,0,3.9263,3.6661,2.8125,0.4582,2.3838,MATANUSKA
3868.5,3.2647,3.332,3.3443,3.4309,3.4246,291.4645,292.0089,0.1624,0.3292,122.9411,55.2687,166.8407,6.9038,0.0056,2.8983,2.5722,89.3214,0.0728,0.4218,5.0185,0,3.5523,3.6581,1.625,0.4649,2.3821,MATANUSKA
