DEPT,AHT10,AHT20,AHT30,AHT60,AHT90,AHTCO60,AHTCO90,DPHZ,DSOZ,DT,GR,HAZI,HCAL,HDRA,HMIN,HMNO,HTEM,ITT,NPOR,PEFZ,RSOZ,RXOZ,SDEV,SP,SPHI,RHOZ,TOP
2693.5,10.2626,10.9033,11.3883,12.4467,12.5719,80.3429,79.5422,0.1098,0.0023,92.2524,45.4752,219.0307,6.6403,-0.001,9.2379,8.1595,84.2911,0.1889,0.2915,4.2616,0,11.4314,0.6953,-5.3125,0.2518,2.4688,MATANUSKA
2693,11.4163,12.1772,12.7605,13.8513,13.9518,72.1954,71.6755,0.1121,0.0023,91.9677,44.2741,218.1941,6.6403,-0.0015,9.2256,8.1487,84.2911,0.189,0.2768,4.2567,0,11.1006,0.694,-8.25,0.2498,2.4651,MATANUSKA
2692.5,12.2649,13.2574,13.9244,15.1867,15.0443,65.8471,66.4704,0.1154,0,92.0105,43.2524,218.6965,6.6403,-0.0023,8.7406,7.7211,84.2911,0.189,0.2851,4.2885,0,11.1305,0.6933,-8.5,0.2501,2.4596,MATANUSKA
2692,12.7757,13.8058,14.5356,15.8828,15.6115,62.9612,64.0555,0.1158,0,91.6945,45.4174,218.7399,6.6633,-0.0022,8.7117,7.6956,84.2911,0.1891,0.2775,4.3691,0,11.035,0.6906,-8.625,0.2479,2.4589,MATANUSKA
2691.5,13.0447,13.7378,14.4904,15.6034,15.1908,64.0887,65.8295,0.1093,0.0052,91.2835,41.8973,218.7178,6.6633,0.0001,9.0075,7.9565,84.2911,0.1891,0.2864,4.4333,0,11.2099,0.6912,-6.625,0.245,2.4697,MATANUSKA
2691,12.7665,13.3887,14.0687,15.0607,14.3407,66.3979,69.7315,0.1067,0.0052,91.2114,43.0859,218.5603,6.6403,0.0005,9.1239,8.0591,84.2911,0.1892,0.2824,4.4501,0,11.3831,0.6925,-8.5,0.2445,2.474,MATANUSKA
2690.5,12.6095,13.0605,13.5665,14.6529,14.0621,68.2458,71.1129,0.1024,0.008,91.2948,41.1152,217.7988,6.6174,0.0014,9.2542,8.1739,84.2911,0.1892,0.2892,4.4317,0,11.58,0.6912,-8.6875,0.2451,2.4811,MATANUSKA
2690,12.3249,12.8371,13.138,14.0957,13.5601,70.9438,73.746,0.0968,0.0129,91.8113,42.2863,218.4682,6.6174,0.0023,9.6461,8.5193,84.2911,0.1893,0.2845,4.4239,0,11.8137,0.6842,-7.625,0.2487,2.4902,MATANUSKA
2689.5,12.1538,12.9044,13.0671,13.7208,13.4997,72.8822,74.0758,0.0916,0.0165,90.8607,40.2581,218.2619,6.6174,0.003,9.3692,8.2753,84.2911,0.1893,0.2467,4.4691,0,11.2432,0.6905,-7.0625,0.2421,2.4989,MATANUSKA
2689,12.1933,12.6769,12.8854,13.3257,13.4189,75.043,74.5216,0.0875,0.0249,91.0392,44.3589,218.0298,6.5945,0.004,7.9548,7.0284,84.2911,0.1893,0.2752,4.5609,0,9.8539,0.6912,-6.4375,0.2433,2.5056,MATANUSKA
2688.5,10.8649,11.2205,11.3589,11.7656,11.7168,84.9935,85.3473,0.0912,0.0184,92.455,48.9783,217.8564,6.6403,0.0024,6.6815,5.906,84.2911,0.1894,0.3419,4.5452,0,8.6138,0.6936,-5.1875,0.2532,2.4996,MATANUSKA
2688,9.6341,9.8392,9.9301,10.3821,10.3293,96.3198,96.812,0.097,0.0148,93.9901,52.9,218.1892,6.6403,0.0013,6.5865,5.8222,84.2911,0.1894,0.3307,4.4661,0,8.3715,0.688,-5,0.2638,2.49,MATANUSKA
2687.5,8.8262,8.9847,8.9298,9.3109,9.1821,107.4013,108.9077,0.1037,0.0036,96.9675,58.5192,217.7099,6.5945,-0.0007,7.0585,6.2383,84.2911,0.1895,0.329,4.3424,0,8.4755,0.6923,-3.25,0.2845,2.4789,MATANUSKA
2687,8.8012,9.0952,9.0883,9.6227,9.6402,103.9205,103.7321,0.1052,0,98.3687,61.2278,217.7995,6.5945,-0.0013,7.4543,6.5873,84.2911,0.1895,0.3447,4.3209,0,9.0569,0.6905,-5.625,0.2942,2.4763,MATANUSKA
2686.5,8.738,9.1549,9.1506,9.6346,9.6897,103.7924,103.2027,0.1031,0,98.738,60.974,218.1207,6.5945,-0.0015,7.7439,6.8426,84.2911,0.1896,0.3434,4.3883,0,9.2988,0.6854,-5.3125,0.2968,2.4798,MATANUSKA
2686,8.6532,9.01,9.0479,9.4879,9.6216,105.3969,103.9327,0.1053,0.02,98.7876,55.1998,217.6827,6.5945,-0.0043,7.3617,6.5056,84.2911,0.1896,0.3039,4.4601,0,9.1654,0.6882,-4.8125,0.2971,2.4762,MATANUSKA
2685.5,8.5822,8.9531,9.0037,9.4879,9.7158,105.3975,102.9247,0.1134,0.0714,98.9016,51.185,217.7945,6.6403,-0.0093,7.0116,6.197,84.2911,0.1897,0.3399,4.4886,0,8.7401,0.6885,-5.3125,0.2979,2.4629,MATANUSKA
2685,8.6815,9.1158,9.1966,9.6969,10.0035,103.1254,99.9653,0.1187,0.1317,98.1853,49.999,217.7409,6.6403,-0.0118,6.6773,5.9023,84.2911,0.1897,0.3296,4.4352,0,8.4518,0.6893,-4.375,0.293,2.4542,MATANUSKA
2684.5,8.7904,9.2935,9.3713,9.8743,10.287,101.2729,97.2104,0.1209,0.1718,97.6394,51.3373,217.7895,6.6403,-0.0111,6.2395,5.5163,84.2911,0.1898,0.3062,4.4074,0,7.9848,0.6913,-6.4375,0.2892,2.4504,MATANUSKA
2684,8.8143,9.3559,9.4698,10.0486,10.4766,99.5166,95.4507,0.1163,0.1204,98.1302,51.4025,217.8269,6.6174,-0.0067,6.3163,5.5841,84.2911,0.1898,0.3705,4.465,0,8.179,0.6887,-5.3125,0.2926,2.4581,MATANUSKA
2683.5,8.682,9.0263,9.2534,9.9173,10.4067,100.8334,96.0919,0.1139,0.06,97.6581,50.7124,217.5094,6.6174,-0.0042,7.0578,6.2377,84.2911,0.1899,0.2971,4.5709,0,8.7976,0.6931,-6.875,0.2893,2.4621,MATANUSKA
2683,8.7134,8.8743,9.11,9.7738,10.2317,102.3138,97.7356,0.1105,0,96.2854,44.6011,217.657,6.5716,-0.0025,7.9167,6.9948,84.2911,0.1899,0.2809,4.6702,0,9.7304,0.6841,-5.875,0.2798,2.4676,MATANUSKA
2682.5,9.1288,9.2936,9.6856,10.6345,10.9258,94.0337,91.5268,0.1092,0,94.4559,38.6191,217.9788,6.5716,-0.0026,9.2764,8.1935,84.2911,0.19,0.2487,4.6954,0,11.3928,0.6856,-6.4375,0.2671,2.4699,MATANUSKA
2682,10.0554,10.5557,10.9111,11.6647,12.1334,85.7291,82.4173,0.1095,0.0074,92.9285,40.1364,217.4926,6.5945,-0.0035,10.2295,9.0342,84.2911,0.19,0.2754,4.7286,0,10.8731,0.6889,-5.3125,0.2564,2.4693,MATANUSKA
2681.5,10.4707,10.95,11.122,12.1663,12.3861,82.194,80.7356,0.1194,0.044,94.4443,45.7745,217.7469,6.6174,-0.007,7.1013,6.2761,84.2911,0.1901,0.3318,4.7273,0,9.2368,0.686,-6.5625,0.267,2.453,MATANUSKA
2681,9.099,9.3601,9.6526,10.2215,10.431,97.8327,95.8677,0.1353,0.1015,97.1709,50.254,217.5836,6.6174,-0.0117,5.9044,5.2211,84.2911,0.1901,0.3577,4.7038,0,7.6346,0.6869,-4.8125,0.2859,2.4267,MATANUSKA
2680.5,7.9627,8.4313,8.7839,9.1743,9.2885,108.9996,107.6598,0.1358,0.132,100.1546,52.7527,218.2041,6.6633,-0.0094,6.1247,5.4152,84.2911,0.1902,0.3371,4.612,0,8.1697,0.682,-5.5625,0.3066,2.4259,MATANUSKA
2680,7.811,8.3034,8.5538,8.9814,8.9454,111.3412,111.7894,0.1198,0.1076,99.1953,45.4041,218.0242,6.6174,-0.002,9.1432,8.076,84.2911,0.1902,0.2803,4.5391,0,10.2371,0.6801,-3.625,0.3,2.4523,MATANUSKA
2679.5,9.0239,9.5333,9.6902,10.0753,9.8949,99.2529,101.062,0.0997,0.053,95.4684,43.6109,218.0148,6.5945,0.0049,11.1846,9.8779,84.2911,0.1903,0.26,4.5125,0,13.0866,0.6772,-5.1875,0.2741,2.4855,MATANUSKA
2679,11.0946,11.729,12.0005,12.503,12.2613,79.9805,81.5573,0.0955,0.0151,92.384,36.9791,217.7384,6.5945,0.0039,11.3365,10.0121,84.2911,0.1903,0.2663,4.5641,0,14.2149,0.6794,-6.9375,0.2527,2.4924,MATANUSKA
2678.5,12.8563,13.5068,14.1836,14.7865,14.4082,67.6294,69.4049,0.0961,0.0217,90.2099,38.0807,218.2643,6.5945,-0.0017,11.102,9.8049,84.2911,0.1904,0.2737,4.5954,0,14.709,0.6715,-8.3125,0.2376,2.4915,MATANUSKA
2678,13.2949,13.8826,14.4299,15.0525,14.6082,66.4341,68.4549,0.0851,0.0187,88.4533,37.0368,217.7331,6.5945,-0.0039,13.4544,11.8831,84.2911,0.1904,0.275,4.5251,0,17.2787,0.6785,-9.5,0.2254,2.5096,MATANUSKA
2677.5,14.286,14.7883,15.0879,15.8268,15.2444,63.184,65.5977,0.07,0.0187,84.5655,40.1496,218.0706,6.5831,-0.0043,18.8672,16.6724,84.2911,0.1904,0.2139,4.4158,0,21.4469,0.6746,-8.4375,0.1984,2.5345,MATANUSKA
2677,16.0759,16.6628,17.1949,17.5791,16.862,56.8859,59.3049,0.0654,0.009,82.3392,43.0477,218.3499,6.5716,-0.0033,15.4258,13.6269,84.2911,0.1905,0.2252,4.4273,0,18.6095,0.6769,-8.0625,0.1829,2.5421,MATANUSKA
2676.5,15.9579,16.8842,17.6512,17.8591,17.997,55.9939,55.5649,0.083,0.0515,83.426,45.1754,218.433,6.5487,-0.0051,9.5642,8.6216,84.2911,0.1905,0.2711,4.591,0.0128,13.9742,0.6727,-5.6875,0.1905,2.5131,MATANUSKA
2676,12.818,13.4695,13.4817,13.4897,14.0281,74.1309,71.2854,0.1056,0.1136,86.8716,43.9334,218.6565,6.5716,-0.0076,8.0021,7.1254,84.2911,0.1906,0.3024,4.7764,0.0071,10.5383,0.6692,-5.0625,0.2144,2.4757,MATANUSKA
2675.5,10.178,10.452,10.3936,10.6211,11.0412,94.1519,90.5697,0.1208,0.1589,93.9912,46.317,218.5519,6.5716,-0.0087,6.8364,6.0425,84.2911,0.1906,0.3297,4.8632,0,9.2203,0.6641,-5,0.2638,2.4506,MATANUSKA
2675,8.5363,9.0205,9.0977,9.3666,9.5857,106.7622,104.3223,0.121,0.1593,98.4362,47.0961,218.6593,6.5716,-0.0079,6.8244,6.032,84.2911,0.1907,0.3487,4.8881,0,8.5169,0.6581,-5.0625,0.2947,2.4504,MATANUSKA
2674.5,8.2476,8.4059,8.5017,8.7277,9.018,114.5776,110.8898,0.114,0.1388,98.8679,49.008,218.481,6.5258,-0.0075,7.247,6.4045,84.2911,0.1907,0.336,4.9105,0,9.1537,0.6675,-4.625,0.2977,2.4619,MATANUSKA
2674,8.8597,9.2195,9.3622,10.0517,10.1207,99.4857,98.8077,0.0901,0.129,92.5955,44.1404,218.4941,6.4571,-0.0052,9.7455,8.7909,84.2911,0.1908,0.2384,4.9084,0.0015,13.684,0.6652,-3.5,0.2541,2.5013,MATANUSKA
2673.5,11.4687,12.5447,12.9848,13.655,13.7404,73.2335,72.7779,0.0601,0.18,82.8544,41.6564,218.9914,6.4686,-0.0023,41.2271,36.518,84.2911,0.1908,0.1724,4.8779,0.0131,25.459,0.6632,-4.25,0.1865,2.5508,MATANUSKA
2673,18.5561,20.0379,19.4609,21.2164,21.3909,47.1334,46.7488,0.0499,0.234,77.9829,43.7841,218.9666,6.4571,-0.0032,23.5625,21.2675,84.2911,0.1908,0.2039,4.8587,0.0123,24.1903,0.6655,-5.1875,0.1527,2.5677,MATANUSKA
2672.5,20.0148,22.2599,21.9471,23.2668,23.0865,42.9797,43.3154,0.0716,0.2715,77.4297,48.7522,218.9379,6.4571,-0.009,9.1127,8.2837,84.2911,0.1909,0.3101,4.8521,0.0246,15.4141,0.6597,-5.375,0.1488,2.5318,MATANUSKA
2672,15.0107,15.4612,16.3286,17.3662,17.3496,57.5833,57.6382,0.1112,0.2504,82.9296,50.6935,218.472,6.5258,-0.0143,8.9515,8.1074,84.2911,0.1909,0.3227,4.8766,0.0375,11.1725,0.6604,-6.4375,0.187,2.4666,MATANUSKA
2671.5,11.4919,11.9184,12.0831,12.8186,12.7719,78.0114,78.2968,0.1376,0.2122,91.0955,48.3099,218.838,6.5258,-0.015,6.1887,5.517,84.2911,0.191,0.299,4.8912,0.0187,8.495,0.6584,-6.375,0.2437,2.4229,MATANUSKA
2671,9.8773,10.064,10.1525,10.5725,10.4069,94.5847,96.0903,0.1418,0.1847,97.0676,47.8798,218.7146,6.5258,-0.0113,5.0736,4.4898,84.2911,0.191,0.3565,4.8852,0,7.6823,0.6605,-7.375,0.2852,2.416,MATANUSKA
2670.5,9.049,9.2756,9.53,9.8582,9.848,101.4385,101.5432,0.1274,0.1813,98.4512,49.3165,219.0537,6.5487,-0.0081,6.9795,6.1687,84.2911,0.1911,0.3552,4.8099,0,7.6778,0.6559,-7.125,0.2948,2.4398,MATANUSKA
2670,8.4711,9.0361,9.2395,9.4747,9.4885,105.5448,105.3905,0.1031,0.2087,97.6586,49.9228,219.0471,6.5487,-0.0039,8.9713,7.9245,84.2911,0.1911,0.3145,4.736,0,10.3224,0.6648,-6.875,0.2893,2.4798,MATANUSKA
2669.5,9.3264,9.7907,10.101,10.3774,10.5358,96.363,94.9147,0.0947,0.2299,96.5663,48.8512,219.437,6.5487,-0.0034,11.5922,10.2544,84.2911,0.1912,0.27,4.7349,0,11.7735,0.6604,-6.375,0.2817,2.4937,MATANUSKA
2669,10.0779,10.5984,10.6221,11.0033,11.0684,90.8817,90.3471,0.0943,0.2221,95.2734,48.7693,219.2075,6.5487,-0.0027,10.3106,9.2292,84.2911,0.1912,0.3133,4.7475,0.0019,12.2511,0.6595,-5.9375,0.2727,2.4945,MATANUSKA
2668.5,10.2614,10.9698,11.1262,11.1679,11.4604,89.5421,87.2572,0.0944,0.1712,92.7091,50.3287,219.0072,6.5716,-0.003,8.9628,7.917,84.2911,0.1913,0.3092,4.7042,0,11.43,0.6531,-6.75,0.2549,2.4943,MATANUSKA
2668,10.3996,10.9733,10.9921,11.4853,11.4843,87.068,87.075,0.0893,0.0956,92.463,48.893,218.8041,6.5945,-0.0018,8.8228,7.7937,84.2911,0.1913,0.3103,4.6744,0,10.9481,0.656,-5.6875,0.2532,2.5027,MATANUSKA
2667.5,10.3524,10.9941,10.9998,11.6296,11.5528,85.9873,86.5589,0.0854,0.0339,92.5884,50.5649,219.0071,6.5945,-0.0017,8.51,7.5178,84.2911,0.1913,0.3036,4.7089,0,10.4715,0.6566,-5.6875,0.2541,2.5091,MATANUSKA
2667,10.5621,11.0343,11.1191,11.6712,11.82,85.6811,84.6024,0.0918,0,93.3983,51.2557,219.1595,6.5945,-0.0021,7.3401,6.4866,84.2911,0.1914,0.3125,4.8546,0,9.4553,0.6598,-5.25,0.2597,2.4986,MATANUSKA
2666.5,10.4178,10.8143,10.8919,11.4573,11.6944,87.2807,85.5113,0.0934,0,95.1924,54.6071,219.0815,6.5945,-0.0016,6.657,5.8844,84.2911,0.1914,0.3216,4.9219,0,7.9758,0.6618,-6.0625,0.2722,2.4958,MATANUSKA
2666,9.7223,10.111,10.3273,10.805,11.1486,92.5497,89.6972,0.0956,0,98.0075,51.916,219.1885,6.5716,-0.0016,5.3967,4.7742,84.2911,0.1915,0.3322,4.9431,0,7.0358,0.6601,-5.25,0.2917,2.4922,MATANUSKA
2665.5,8.8408,9.1974,9.4124,9.8809,10.2145,101.2055,97.9004,0.0946,0,100.2184,52.3889,219.1094,6.5716,-0.0012,5.9209,5.2357,84.2911,0.1915,0.3675,4.8953,0,7.6353,0.659,-5.3125,0.3071,2.494,MATANUSKA
2665,8.2183,8.4858,8.6495,9.1102,9.4206,109.7673,106.1507,0.0988,0.026,100.9184,52.1819,219.1319,6.5945,-0.0034,7.7928,6.8857,84.2911,0.1916,0.3539,4.8485,0,8.6243,0.6585,-4.1875,0.3119,2.487,MATANUSKA
2664.5,8.2742,8.5712,8.7108,9.1364,9.5407,109.4528,104.8144,0.1,0.071,100.0589,57.0473,219.0477,6.6403,-0.0045,7.8081,6.8991,84.2911,0.1916,0.3271,4.8509,0,10.4078,0.6584,-5.9375,0.306,2.485,MATANUSKA
2664,8.5338,8.8424,9.0657,9.5751,9.9834,104.4381,100.166,0.1005,0.0768,98.3565,56.409,219.1494,6.606,-0.0051,8.9945,7.945,84.2911,0.1917,0.3292,4.8487,0,10.871,0.652,-2.8125,0.2941,2.4842,MATANUSKA
2663.5,8.7998,9.152,9.3946,9.902,10.377,100.9894,96.3674,0.0996,0.0664,98.5545,57.5201,219.5513,6.5945,-0.0044,9.0043,7.9537,84.2911,0.1917,0.3422,4.8628,0,9.9767,0.6569,-5.3125,0.2955,2.4857,MATANUSKA
2663,8.8525,9.2285,9.448,9.8467,10.3916,101.5565,96.2312,0.1024,0.0436,100.3958,57.5201,219.4374,6.5716,-0.0049,6.5514,5.7913,84.2911,0.1918,0.3321,4.769,0,8.436,0.6563,-3.4375,0.3083,2.481,MATANUSKA
2662.5,8.3866,8.6831,8.8211,9.221,9.6612,108.4485,103.5073,0.0981,0.0527,101.8864,60.8322,219.2626,6.5716,-0.0034,5.7954,5.1252,84.2911,0.1918,0.3515,4.6073,0,7.5364,0.6611,-4.5625,0.3187,2.4882,MATANUSKA
2662,7.8638,8.1647,8.3318,8.6632,9.0023,115.4314,111.0824,0.0873,0.0724,103.0349,59.5141,219.1932,6.606,-0.0001,6.5085,5.7536,84.2911,0.1919,0.3685,4.4807,0,7.7633,0.6638,-4.375,0.3266,2.5059,MATANUSKA
2661.5,7.8298,8.0573,8.1899,8.5331,8.8066,117.1905,113.5517,0.081,0.055,103.2262,57.8592,218.9382,6.6403,0.0011,6.8204,6.0284,84.2911,0.1919,0.3611,4.4155,0,8.2029,0.6587,-5.5,0.328,2.5164,MATANUSKA
2661,8.0524,8.2464,8.377,8.7104,8.9615,114.805,111.5889,0.0818,0.0402,102.6755,54.3401,219.1904,6.6174,-0.0008,6.4526,5.7042,84.2911,0.192,0.35,4.3805,0,8.2176,0.6558,-5.875,0.3241,2.515,MATANUSKA
2660.5,8.0768,8.3252,8.5416,8.9259,9.1005,112.0332,109.8837,0.0845,0.0095,100.9182,51.6391,219.3682,6.6174,-0.0043,7.3742,6.5167,84.2911,0.192,0.362,4.3175,0,10.2293,0.66,-4.3125,0.3119,2.5106,MATANUSKA
2660,8.6333,8.9683,9.3007,9.7468,9.8585,102.5974,101.4355,0.0824,0.0209,97.2597,48.8426,219.0393,6.5487,-0.0064,12.3751,10.9296,84.2911,0.1921,0.2925,4.3436,0,11.6026,0.6588,-5.75,0.2865,2.5141,MATANUSKA
2659.5,9.6871,10.3558,10.7773,11.3986,11.3831,87.73,87.8492,0.0793,0.0244,95.0391,50.2916,219.3881,6.5029,-0.0061,9.1171,8.1703,84.2911,0.1921,0.2805,4.5022,0,13.894,0.6555,-6.0625,0.2711,2.5191,MATANUSKA
2659,11.1729,11.194,11.5025,12.1997,12.1892,81.9693,82.0399,0.0864,0.0389,92.7604,54.3107,218.9608,6.5258,-0.0067,11.0103,9.724,84.2911,0.1922,0.3152,4.689,0,11.354,0.6606,-5,0.2553,2.5074,MATANUSKA
2658.5,10.8213,11.048,11.4919,12.1773,12.079,82.1201,82.7886,0.0881,0.0376,95.0142,57.0018,218.9587,6.5716,-0.0034,7.8202,6.9098,84.2911,0.1922,0.3584,4.7501,0,11.2122,0.663,-5.375,0.2709,2.5047,MATANUSKA
2658,10.3874,10.2338,10.741,11.4133,11.2668,87.6172,88.7562,0.0831,0.0768,96.7171,56.398,219.299,6.5716,0.0004,8.3421,7.3699,84.2911,0.1923,0.3186,4.6794,0,11.0722,0.662,-3.875,0.2828,2.5128,MATANUSKA
2657.5,9.8193,9.8907,10.0969,10.74,10.5903,93.1103,94.426,0.0708,0.0884,94.8417,53.2169,219.4779,6.5716,0.005,12.1067,10.6925,84.2911,0.1923,0.2646,4.6244,0,13.9857,0.6597,-4.125,0.2697,2.5332,MATANUSKA
2657,10.8296,11.2077,11.4933,11.9489,11.9414,83.6898,83.7421,0.0709,0.0734,92.4321,48.1212,219.4557,6.5487,0.0034,13.6215,12.0307,84.2911,0.1924,0.2442,4.7546,0,15.1003,0.6571,-5.25,0.253,2.5331,MATANUSKA
2656.5,13.2218,13.6267,13.8276,13.9877,14.0549,71.4911,71.1497,0.0827,0.0307,91.5201,49.346,219.6929,6.5258,-0.0004,9.7237,8.5878,84.2911,0.1924,0.3085,4.992,0,11.9277,0.6605,-5.5,0.2467,2.5135,MATANUSKA
2656,11.6261,12.2582,12.3835,12.2989,12.55,81.3078,79.6812,0.0914,0.0097,93.2796,49.1245,219.3885,6.5487,-0.0023,7.0242,6.2082,84.2911,0.1925,0.369,5.0988,0,9.7536,0.6568,-5.375,0.2589,2.4992,MATANUSKA
2655.5,10.1259,10.3492,10.169,10.4656,10.6627,95.551,93.7849,0.0976,0.025,97.1561,52.4528,219.3565,6.5487,-0.0038,7.1349,6.3057,84.2911,0.1925,0.351,5.0445,0,8.6184,0.6669,-5.625,0.2858,2.4889,MATANUSKA
2655,9.1093,9.6606,9.2871,9.5617,9.7594,104.5841,102.465,0.1006,0.0594,100.1914,52.0387,219.4832,6.5487,-0.0059,7.4017,6.5409,84.2911,0.1926,0.3523,4.9381,0,9.2039,0.66,-5.75,0.3069,2.484,MATANUSKA
2654.5,9.0699,9.7374,9.4373,9.7019,10.0108,103.0724,99.8926,0.1067,0.1068,99.8935,51.2115,219.5072,6.5487,-0.0092,7.9555,7.0291,84.2911,0.1926,0.3614,4.9501,0,9.4823,0.6664,-5.5625,0.3048,2.4739,MATANUSKA
2654,9.181,9.8317,9.4276,9.7937,10.1459,102.106,98.5618,0.1104,0.1608,100.5383,52.1582,219.7715,6.5945,-0.0094,7.3465,6.4922,84.2911,0.1927,0.346,4.9884,0,8.9355,0.6627,-5.5,0.3093,2.4678,MATANUSKA
2653.5,8.9426,9.4952,9.4008,9.8399,10.2615,101.6269,97.4514,0.1111,0.1921,102.0905,55.2423,219.956,6.5945,-0.0089,6.2632,5.5373,84.2911,0.1927,0.3674,4.9525,0,8.5177,0.6606,-5.6875,0.3201,2.4667,MATANUSKA
2653,8.2636,8.9414,9.0269,9.4727,9.8053,105.5662,101.9858,0.1073,0.1851,102.8985,60.4391,220.2176,6.606,-0.0075,6.9708,6.161,84.2911,0.1928,0.3832,4.8623,0,8.6066,0.659,-4.9375,0.3257,2.473,MATANUSKA
2652.5,8.2098,8.3938,8.4318,8.8942,9.2024,112.4324,108.6668,0.0985,0.1451,103.052,61.242,220.0143,6.5716,-0.0054,7.772,6.8673,84.2911,0.1928,0.3548,4.753,0,9.2265,0.6648,-4.9375,0.3267,2.4875,MATANUSKA
2652,8.3606,8.392,8.6029,9.21,9.3257,108.5776,107.231,0.0936,0.0851,103.1675,55.7101,219.8138,6.5945,-0.0034,7.4132,6.551,84.2911,0.1929,0.3549,4.6482,0,9.1479,0.6636,-4.6875,0.3276,2.4955,MATANUSKA
2651.5,8.4312,8.3487,9.0303,9.5036,9.6363,105.2229,103.7742,0.0962,0.0768,102.1751,54.2359,220.1277,6.5945,-0.0039,6.849,6.0537,84.2911,0.1929,0.3554,4.5689,0,8.8277,0.6643,-5.1875,0.3207,2.4913,MATANUSKA
2651,8.3478,8.4819,9.0228,9.4988,9.7009,105.2767,103.0829,0.0944,0.0921,102.4433,51.5627,220.4574,6.6403,-0.006,8.0458,7.1087,84.2911,0.193,0.3471,4.4682,0,10.3032,0.6694,-6.25,0.3225,2.4942,MATANUSKA
2650.5,8.5785,8.6627,8.8981,9.4642,9.5973,105.6616,104.1959,0.0903,0.123,102.1312,53.1997,220.1272,6.6174,-0.0075,10.8731,9.6027,84.2911,0.193,0.3291,4.4477,0,11.3665,0.6685,-4.5625,0.3204,2.501,MATANUSKA
2650,8.4647,8.8379,9.3903,9.8687,9.9662,101.3307,100.3392,0.0875,0.1351,100.3683,53.8379,220.5624,6.6174,-0.0075,8.0426,7.1059,84.2911,0.1931,0.339,4.5227,0,10.4774,0.667,-5.0625,0.3081,2.5056,MATANUSKA
2649.5,8.4618,8.8777,9.0375,9.091,9.2352,109.9995,108.2819,0.094,0.1081,98.7685,58.0529,220.4419,6.6174,-0.0055,6.5662,5.8044,84.2911,0.1931,0.346,4.7076,0,8.6532,0.6699,-6.75,0.297,2.4948,MATANUSKA
2649,8.3637,8.805,8.7295,9.0458,9.2271,110.5483,108.3762,0.1013,0.0715,99.2016,59.8987,220.7935,6.6174,-0.0029,6.5591,5.7982,84.2911,0.1932,0.3643,4.7946,0,8.2164,0.673,-5.875,0.3,2.4829,MATANUSKA
2648.5,8.3268,8.6205,8.7031,9.0674,9.2101,110.2852,108.5768,0.1032,0.0175,102.1415,54.9306,220.7854,6.6403,-0.0001,6.8493,6.0539,84.2911,0.1932,0.3937,4.7368,0,8.5236,0.6718,-8,0.3204,2.4797,MATANUSKA
2648,8.0566,8.3975,8.2721,8.5203,8.722,117.3667,114.6529,0.103,0,104.3474,52.8029,220.3281,6.6174,0.001,8.0781,7.1372,84.2911,0.1933,0.3585,4.6061,0,9.7531,0.67,-6.9375,0.3357,2.4801,MATANUSKA
2647.5,8.0627,8.2037,8.1327,8.3067,8.6325,120.3847,115.8416,0.1053,0,105.5137,49.2838,220.4863,6.5945,0.0001,8.7136,7.6974,84.2911,0.1933,0.3494,4.5357,0,10.0552,0.6834,-8.25,0.3438,2.4762,MATANUSKA
2647,8.1154,8.1335,8.1574,8.4796,8.5518,117.9306,116.9347,0.1097,0.0123,107.0968,52.9389,221.1065,6.6403,-0.0023,7.3582,6.5026,84.2911,0.1934,0.3371,4.4416,0,10.6755,0.6757,-8.4375,0.3548,2.4689,MATANUSKA
2646.5,8.3571,8.2128,8.2701,8.8707,8.6164,112.7306,116.0575,0.1064,0.015,104.1756,50.8516,221.1161,6.6174,-0.0022,9.588,8.4682,84.2911,0.1934,0.3147,4.2781,0,11.8606,0.6807,-10.5625,0.3346,2.4745,MATANUSKA
2646,9.1767,8.8891,8.8888,9.4215,9.1142,106.1405,109.7187,0.0895,0.0322,98.9364,52.7613,221.2302,6.6174,0.0036,12.2465,10.816,84.2911,0.1935,0.2751,4.2173,0,15.0326,0.6754,-10.5,0.2982,2.5023,MATANUSKA
2645.5,11.0465,10.2569,10.295,10.8632,10.5825,92.0538,94.4954,0.0623,0.0478,92.9307,50.7623,221.5903,6.6174,0.0172,13.6423,12.049,84.2911,0.1935,0.2519,4.4723,0,17.5555,0.6757,-11.375,0.2565,2.5473,MATANUSKA
2645,12.7438,11.6668,11.5606,12.1086,11.6194,82.586,86.0627,0.0671,0.0633,89.5902,48.2782,221.7424,6.5716,0.0144,14.2824,12.615,84.2911,0.1936,0.2812,4.9987,0,15.562,0.6753,-10.4375,0.2333,2.5394,MATANUSKA
2644.5,11.737,10.9727,10.8533,11.2132,10.8588,89.181,92.0911,0.0928,0.1177,95.687,45.4412,221.6905,6.6403,0.0052,9.9432,9.1285,84.2911,0.1936,0.309,5.4556,0.0255,14.879,0.6776,-12.25,0.2756,2.4969,MATANUSKA
2644,9.2544,8.832,8.6325,8.8148,8.6286,113.4453,115.8936,0.1246,0.1618,103.7009,43.9922,221.9218,6.6633,-0.0088,10.3256,9.7643,84.2911,0.1937,0.3399,5.4771,0.0619,13.7234,0.6758,-13.5,0.3313,2.4443,MATANUSKA
