,APINO,Surface hole latitude (NAD83),Surface hole longitude (NAD83),Bottom hole latitude (NAD83),Bottom hole longitude (NAD83),Total vertical depth at bottom hole (ft),Number of frac stages,Total slurry (bbl),Total proppant (lb),Surface-to-bottom hole length (ft),Producing interval length (ft),Lateral azimuth (°),First 18 months oil (bbl),IP oil API gravity (°),Average gas-oil ratio (ft3/bbl),Calculated top of reservoir temperature (°F),API number,Company,Well type,WSGS reservoir
0,543307,44.06884,-105.1392,44.07319,-105.12271,6325.0,21.275862068965516,85183.4538927739,4967583.241417605,4613.209075,3831.0,75.222237,776.0,42.65357142857142,3793.8328290086765,159.0183,0,22,1,1
1,545589,43.67997,-105.66802,43.69113,-105.67225,10689.62,21.275862068965516,85183.4538927739,125124.0,4217.598301,3533.0,339.241676,57154.0,42.65357142857142,3793.8328290086765,199.85138,1,9,1,1
2,560281,43.53329,-105.43121,43.52093,-105.427393,10114.29,12.0,85183.4538927739,1992847.0,4615.909771,3754.0,162.83833,75721.0,52.2,7480.932203,239.576407,2,8,1,1
3,560880,43.53269,-105.46218,43.52074,-105.45589,10118.8,13.0,36638.0,1992421.0,4662.652084,4000.0,152.239483,68301.0,42.65357142857142,10961.748634,251.653471,3,8,1,1
4,560883,43.53544,-105.4247,43.5468,-105.43352,10025.2,13.0,85183.4538927739,2027081.0,4753.829417,4072.0,322.173933,52078.0,42.65357142857142,9099.137931,246.21639,4,8,1,1
5,560884,43.55094,-105.42421,43.56148,-105.43016,9893.5,12.0,34489.6,2166923.0,4151.544159,3203.0,330.554571,58629.0,42.65357142857142,9890.710383,238.553234,5,8,1,1
6,560885,43.50622,-105.43721,43.51701,-105.43948,9962.0,11.0,33107.5,1857325.0,3977.364162,3381.0,348.119371,69175.0,50.6,11303.030303,240.078472,6,8,1,1
7,560885,43.50622,-105.43721,43.51701,-105.43948,9962.0,11.0,33107.5,1857325.0,3977.364162,3381.0,348.119371,69175.0,50.6,11303.030303,240.078472,6,8,1,1
8,560886,43.50521,-105.46474,43.51707,-105.47098,10163.0,15.0,27470.0,1403780.0,4627.430987,3330.0,332.249424,84474.0,42.65357142857142,6696.581197,216.20302862173915,7,8,1,1
9,560888,43.56188,-105.42414,43.57572,-105.4317,9887.9,17.0,33151.0,1669927.0,5426.121487,3929.0,331.354745,39858.0,42.65357142857142,12271.186441,232.612436,8,8,1,1
10,560890,43.53203,-105.46163,43.54592,-105.47052,10095.3,12.0,29463.0,1675897.0,5582.827959,3683.0,327.379586,41891.0,42.65357142857142,15642.857143,243.274541,9,8,1,1
11,560891,43.54888,-105.46452,43.536176,-105.453704,10128.0,11.0,85183.4538927739,1686079.0,5444.831942,3363.0,139.589412,37020.0,42.65357142857142,15346.534653,244.375401,10,8,1,1
12,560893,43.51803,-105.46164,43.50636,-105.45537,10118.3,16.0,85183.4538927739,3329066.0,4565.72423,3646.0,151.75197,70139.0,42.65357142857142,6474.074074,240.743471,11,8,1,1
13,561022,43.7811,-105.41211,43.768947,-105.405515,9090.0,15.0,21457.399999999983,1674934.0,4758.456698,4115.0,151.511801,50195.0,38.7,1014.423077,193.899244,12,20,1,1
14,561041,43.51968,-105.4382,43.53196,-105.44081,10004.39,12.0,29362.0,1605390.0,4527.65854,3798.0,348.000869,79382.0,42.65357142857142,10513.368984,248.515656,13,8,1,1
15,561049,43.73741,-105.70447,43.74992,-105.6973,10615.2,13.0,85183.4538927739,3169411.0,4936.420135,4214.0,29.818811,164902.0,42.65357142857142,503.205128,190.920451,14,9,1,1
16,561050,43.56459,-105.44564,43.5761,-105.45063,10108.71,13.0,85183.4538927739,2434997.0,4397.366153,3863.0,336.561529,23702.0,42.65357142857142,25070.588235,233.546298,15,9,1,1
17,561051,43.75384,-105.39421,43.76511,-105.40023,8969.0,14.0,85183.4538927739,2098100.0,4403.633853,3810.0,331.890584,55003.0,38.2,1134.375,188.354203,16,20,1,1
18,561052,43.75385,-105.39345,43.73947,-105.38523,8986.0,14.0,85183.4538927739,2342177.0,5671.920922,3684.0,150.246538,76308.0,39.0,1157.563025,188.23735,17,20,1,1
19,561153,43.72217,-105.67437,43.73536,-105.66735,10475.6,13.0,85183.4538927739,2692953.0,5151.854759,4470.0,28.022863,146976.0,42.65357142857142,328.358209,172.59982,18,9,1,1
20,561158,43.56146,-105.47798,43.55143,-105.47342,10297.0,11.0,25115.0,1415599.0,3849.250383,3469.0,155.551741,33562.0,42.65357142857142,16762.962963,244.471037,19,8,1,1
21,561164,43.50497,-105.48945,43.51697,-105.49313,10385.6,11.0,25798.0,1994773.0,4480.034855,3763.0,342.950969,74982.0,42.65357142857142,8983.695652,216.20302862173915,20,8,1,1
22,561172,43.53306,-105.47572,43.52046,-105.48146,10237.0,26.0,59743.0,3633879.0,4836.726729,4559.0,204.491901,59150.0,42.65357142857142,7329.113924,216.20302862173915,21,8,1,1
23,561174,43.50499,-105.47715,43.49169,-105.47341,10378.3,17.0,85183.4538927739,2223248.0,4946.609124,3851.0,164.293857,77623.0,42.65357142857142,8552.486188,216.20302862173915,22,8,1,1
24,561191,43.5324,-105.46866,43.52097,-105.4656,10161.44,15.0,29205.0,1472986.0,4243.04252,3367.0,165.012438,63678.0,42.65357142857142,8671.717172,241.042177,23,8,1,1
25,561201,43.5033,-105.46903,43.49112,-105.46625,10315.13,18.0,47693.0,2439071.0,4498.861587,3975.0,167.142882,39469.0,42.65357142857142,61115.384615,216.20302862173915,24,8,1,1
26,561203,43.54677,-105.51113,43.56071,-105.51313,10243.19,16.0,26482.0,1527751.0,5106.951746,3580.0,351.835375,51209.0,42.65357142857142,7675.0,216.20302862173915,25,8,1,1
27,561211,43.76748,-105.41021,43.75413,-105.40535,9149.0,14.0,85183.4538927739,2302832.0,5031.010082,3304.0,159.99622,70333.0,38.2,1399.014778,213.442938,26,20,1,1
28,561212,43.78068,-105.39393,43.794223,-105.399995,8949.6,14.0,85183.4538927739,2342177.0,5188.093775,3642.0,335.875598,56919.0,42.65357142857142,3793.8328290086765,166.230376,27,20,1,1
29,561226,43.65035,-105.58222,43.66226,-105.5756,10397.0,13.0,85183.4538927739,1807999.0,4679.868802,3951.0,29.066856,146816.0,42.65357142857142,1328.125,213.140675,28,9,1,1
30,561228,43.53193,-105.52129,43.52065,-105.51679,10554.3,16.0,22269.0,1604991.0,4279.780941,3546.0,158.251155,81746.0,42.65357142857142,250000.0,216.20302862173915,29,8,1,1
31,561268,43.72192,-105.45174,43.7107,-105.44541,9551.0,14.0,85183.4538927739,2379782.0,4417.422546,3507.0,150.569564,54824.0,38.7,2268.817204,192.068584,30,20,1,1
32,561269,43.7221,-105.44184,43.71078,-105.43521,9452.6,14.0,37107.3,1987080.0,4481.565942,3865.0,149.642961,54100.0,39.0,1035.911602,175.518075,31,20,1,1
33,561270,43.72265,-105.44184,43.72468,-105.46095,9528.0,14.0,43945.299999999996,2305380.0,5103.893519,4355.0,276.063625,52351.0,35.1,950.437318,185.814127,32,20,1,1
34,561271,43.67703,-105.65284,43.66551,-105.64716,10804.43,16.0,43311.399999999994,3188943.0,4458.466696,3495.0,153.754142,92247.0,43.0,1334.645669,208.945324,33,5,1,1
35,561309,43.54677,-105.51104,43.53598,-105.50575,10308.0,16.0,29824.0,1487056.0,4174.141745,3358.0,153.88273,72422.0,42.65357142857142,8160.377358,216.20302862173915,34,8,1,1
36,561310,43.53285,-105.49731,43.52088,-105.49341,10276.0,12.0,27568.0,3171633.0,4482.418564,3716.0,161.953638,77536.0,42.65357142857142,8663.316583,222.320461,35,8,1,1
37,561314,43.53453,-105.54929,43.54549,-105.55352,10639.4,10.0,49395.0,2640700.0,4147.958781,3418.0,338.89596,75955.0,42.65357142857142,7230.434783,224.772822,36,8,1,1
38,561315,43.506,-105.44876,43.49177,-105.44779,10079.9,16.0,85183.4538927739,1620287.0,5191.34693,3740.0,176.100417,82987.0,42.65357142857142,5469.84127,238.47961,37,8,1,1
39,561318,43.67718,-105.59735,43.66454,-105.60156,10409.5,13.0,85183.4538927739,2041871.0,4738.512103,3945.0,198.421349,146010.0,42.65357142857142,1069.59707,189.583744,38,9,1,1
40,561319,43.80837,-105.56241,43.8042,-105.52494,9782.0,14.0,85183.4538927739,2331755.0,10004.34241,3595.0,96.350261,3749.0,42.65357142857142,1134.0,185.371679,39,20,1,1
41,561320,43.82422,-105.40138,43.8126,-105.39515,8890.0,14.0,85183.4538927739,2327840.0,4542.049463,3462.0,151.802257,113508.0,35.8,3325.966851,186.94848,40,20,1,1
42,561322,43.51933,-105.42905,43.5163,-105.40643,9957.0,12.0,24083.0,2990307.0,6098.738456,3734.0,97.629483,31323.0,42.65357142857142,14913.978495,216.20302862173915,41,1,1,1
43,561324,43.53383,-105.5376,43.50537,-105.54193,10882.0,55.0,138346.0,4025080.0,10433.412107,9547.0,188.650831,131061.0,42.65357142857142,8148.760331,216.20302862173915,42,8,1,1
44,561328,43.54875,-105.48909,43.56096,-105.4934,10207.4,18.0,21853.0,1639635.0,4593.2698,3978.0,340.557511,32741.0,42.65357142857142,9448.484848,216.20302862173915,43,8,1,1
45,561329,43.54888,-105.45488,43.56133,-105.46037,10098.58,18.0,19015.0,1414602.0,4764.017413,4026.0,336.204254,37409.0,42.65357142857142,24166.666667,216.20302862173915,44,8,1,1
46,561343,43.78071,-105.39112,43.76825,-105.39004,9016.0,14.0,85183.4538927739,1204819.0,4549.182283,3774.0,175.046134,46090.0,42.65357142857142,3793.8328290086765,171.15162,45,20,1,1
47,561351,43.7375,-105.69444,43.75007,-105.68727,10523.2,13.0,85183.4538927739,1810911.0,4956.610344,4186.0,29.700683,138417.0,42.65357142857142,461.172742,193.779252,46,9,1,1
48,561399,43.78087,-105.4663,43.7688,-105.46503,9444.03,15.0,85183.4538927739,1746284.0,4410.913258,3202.0,173.993465,81722.0,42.65357142857142,814.60177,216.20302862173915,47,7,1,1
49,561404,43.57889,-105.44909,43.57966,-105.4359,10073.09,11.0,27902.0,1008420.0,3505.194035,2308.0,86.659004,16535.0,42.65357142857142,19578.947368,216.20302862173915,48,8,1,1
50,561406,43.78264,-105.42378,43.79437,-105.43022,9157.0,15.0,85183.4538927739,1314711.0,4599.917801,3990.0,331.232351,60339.0,36.4,2647.058824,175.154945,49,20,1,1
51,561408,43.76752,-105.42354,43.77976,-105.43007,9149.14,10.0,85183.4538927739,2778060.0,4781.748596,3588.0,331.920225,74947.0,37.8,153.374233,185.614069,50,20,1,1
52,561448,43.75127,-105.70425,43.76457,-105.69697,10429.26,13.0,85183.4538927739,1789068.0,5213.918741,4352.0,28.694904,120650.0,36.8,462.526767,180.003471,51,9,1,1
53,561450,43.76517,-105.71639,43.75227,-105.72359,10588.9,13.0,85183.4538927739,1985912.0,5070.759462,4176.0,209.167613,99305.0,35.5,530.516432,177.780883,52,9,1,1
54,561452,43.53302,-105.39653,43.52112,-105.39393,9779.43,17.0,85183.4538927739,1656000.0,4390.444128,3583.0,167.675273,43441.0,53.0,11081.081081,200.301058,53,1,1,1
55,561456,43.70867,-105.65587,43.69432,-105.66361,10559.0,13.0,30396.0,1994812.0,5615.065893,4413.0,208.341217,145310.0,39.6,764.77146,216.20302862173915,54,9,1,1
56,561465,43.80667,-105.50446,43.80766,-105.48416,9297.0,10.0,85183.4538927739,2499080.0,5369.169958,4287.0,87.207984,7999.0,35.1,1166.666667,216.20302862173915,55,20,1,1
57,561484,43.64948,-105.66563,43.662,-105.66917,10890.02,17.0,44187.0,3266032.0,4657.251689,3755.0,344.211877,119970.0,38.6,889.047431,216.20302862173915,56,5,1,1
58,561485,43.63408,-105.55421,43.62244,-105.55629,10438.09,16.0,85183.4538927739,3153629.0,4276.965661,3421.0,190.131486,151169.0,42.65357142857142,2095.505618,209.972002,57,5,1,1
59,561486,43.66426,-105.62552,43.67677,-105.62912,10774.99,16.0,46750.0,3150810.0,4656.847304,3720.0,343.94578,107201.0,32.6,714.025501,169.726674,58,5,1,1
60,561487,43.63488,-105.60363,43.63772,-105.58616,10577.12,15.0,38225.0,3029292.0,4737.779244,3903.0,80.766519,184131.0,46.0,1126.126126,186.984211,59,5,1,1
61,561498,43.64798,-105.66361,43.6355,-105.66026,10983.5,17.0,44889.0,3401420.0,4633.122742,3519.0,164.974328,172989.0,42.0,1652.430044,216.20302862173915,60,5,1,1
62,561501,43.72114,-105.657,43.70875,-105.66339,10512.2,13.0,85183.4538927739,1758969.0,4820.337182,3972.0,207.2819,136415.0,38.9,697.236181,184.438726,61,9,1,1
63,561502,43.765,-105.72643,43.75218,-105.7337,10690.3,13.0,85183.4538927739,1806998.0,5050.754009,4216.0,209.556821,72791.0,35.5,465.517241,195.762614,62,9,1,1
64,561503,43.73778,-105.71433,43.74985,-105.70723,10607.56,13.0,85183.4538927739,1691561.0,4781.474642,3895.0,30.465545,140666.0,36.7,534.709193,193.584206,63,9,1,1
65,561508,43.56358,-105.48578,43.57624,-105.48635,10323.63,16.0,16499.0,1526694.0,4615.449924,3927.0,357.422073,34424.0,42.65357142857142,11358.490566,216.20302862173915,64,8,1,1
66,561548,43.73577,-105.69745,43.72312,-105.70292,10753.85,13.0,30050.0,2016401.0,4830.857733,4136.0,203.38419,144996.0,36.6,390.202703,213.242104,65,9,1,1
67,561549,43.73577,-105.68761,43.72315,-105.6939,10628.5,13.0,85183.4538927739,2036448.0,4889.763946,4117.0,206.492364,152780.0,36.8,514.440433,186.126691,66,9,1,1
68,561565,43.73742,-105.73453,43.74971,-105.7276,10678.75,13.0,85183.4538927739,1748340.0,4838.159449,4048.0,29.41748,90918.0,42.65357142857142,356.481481,181.967492,67,9,1,1
69,561567,43.69374,-105.67386,43.70617,-105.66752,10619.06,13.0,31308.0,1995154.0,4829.529517,3929.0,27.024142,132060.0,39.6,551.863041,189.214601,68,9,1,1
70,561572,43.57598,-105.99911,43.58837,-106.00037,12319.24,19.0,62405.0,3311084.0,4527.204276,3651.0,354.193273,106223.0,40.0,839.731286,227.360781,69,7,1,0
71,561579,43.53576,-105.42469,43.53602,-105.40585,9914.05,18.0,59264.0,3310015.0,4995.067408,3968.0,89.209344,20716.0,42.65357142857142,11012.5,216.20302862173915,70,1,1,1
72,561582,43.5357,-105.42469,43.52063,-105.40598,9966.68,17.0,48069.0,2314935.0,7399.773208,5699.0,128.849763,26197.0,42.65357142857142,149.253731,216.20302862173915,71,1,1,1
73,561584,43.78059,-105.5128,43.76816,-105.51032,9568.75,20.0,4110.0,2533850.0,4576.432931,3750.0,168.716663,14981.0,40.0,1431.325301,209.686328,72,7,1,1
74,561585,43.77953,-105.66481,43.76731,-105.66698,10256.22,15.0,85183.4538927739,3123893.0,4489.599242,4020.0,190.069487,111139.0,37.8,357.142857,211.408242,73,7,1,1
75,561587,43.76701,-105.47778,43.75429,-105.47488,9551.33,17.0,51151.0,3390332.0,4697.843419,4004.0,167.156802,84027.0,36.1,1115.621494,213.513929,74,7,1,1
76,561590,43.73592,-105.72742,43.72297,-105.73278,10819.11,13.0,85183.4538927739,1955223.0,4926.858369,4185.0,202.484645,117741.0,37.6,537.109375,216.20302862173915,75,9,1,1
77,561610,43.62176,-105.5325,43.6344,-105.52584,10189.88,13.0,31688.0,1932053.0,4931.567547,4210.0,27.784689,67189.0,47.6,2469.879518,216.20302862173915,76,9,1,1
78,561611,43.55076,-105.42395,43.55133,-105.40509,9826.25,17.0,36340.0,1606184.0,5002.531371,3719.0,88.268894,37578.0,42.65357142857142,13658.536585,216.20302862173915,77,1,1,1
79,561612,43.70613,-105.71732,43.693952,-105.724002,10998.68,12.0,29062.0,1385368.0,4776.240131,4132.0,208.753328,68368.0,40.0,411.290323,209.503403,78,9,1,1
80,561613,43.72115,-105.67737,43.70876,-105.68373,10609.99,13.0,85183.4538927739,1893777.0,4817.575204,4008.0,207.172209,144381.0,38.5,524.8,216.20302862173915,79,9,1,1
81,561625,43.72113,-105.60548,43.70849,-105.61359,10561.64,21.275862068965516,85183.4538927739,2004240.0,5080.205334,4133.0,212.684796,76894.0,38.4,615.89404,202.045235,80,9,1,1
82,561643,43.69246,-105.74228,43.70568,-105.74251,11039.38,14.0,58324.0,3935120.0,4817.642177,3816.0,359.003275,105368.0,42.0,613.132911,213.503477,81,19,1,1
83,561666,43.61984,-105.8088,43.63272,-105.81271,11829.82,14.0,58839.0,3920000.0,4806.105353,4158.0,343.113209,151822.0,42.65357142857142,1765.337423,242.351213,82,19,1,0
84,561688,43.62052,-105.74306,43.63277,-105.74277,11436.75,14.0,85183.4538927739,3928880.0,4464.402405,3872.5,1.356137,215185.0,47.0,1648.638282,237.175092,83,19,1,0
85,561695,43.6497,-105.7449,43.66146,-105.74271,11319.41,14.0,57497.0,3689169.0,4324.207527,3658.0,10.54904,48891.0,41.0,945.945946,232.729599,84,19,1,0
86,561697,43.64226,-105.6435,43.64495,-105.62722,10889.08,17.0,44572.0,3378943.0,4418.051237,3718.0,80.617596,165439.0,42.0,676.124567,216.20302862173915,85,5,1,1
87,561699,43.75219,-105.46049,43.73905,-105.46028,9605.0,15.0,36512.0,3185024.0,4788.337716,4184.0,179.084392,48186.0,36.0,879.519406,216.20302862173915,86,7,1,1
88,561702,43.56073,-105.55706,43.53444,-105.55621,10808.0,40.0,186075.0,15232117.0,9582.068362,9474.0,178.148176,357900.0,51.7,3777.097902,235.388471,87,8,1,1
89,561703,43.56074,-105.55724,43.57562,-105.55686,10692.0,19.0,60567.0,4521539.0,5422.854962,4367.0,1.462881,103661.0,51.5,5143.678161,216.20302862173915,88,8,1,1
90,561706,43.56083,-105.54985,43.57566,-105.54596,10669.0,18.0,67501.0,5169190.0,5501.104192,4348.0,14.697912,144132.0,54.0,4200.0,216.20302862173915,89,8,1,1
91,561708,43.7809,-105.49812,43.76844,-105.50029,9500.02,17.0,50418.0,3768440.0,4576.280762,4182.0,189.879391,29850.0,35.3,687.318841,216.20302862173915,90,7,1,1
92,561714,43.76608,-105.6647,43.75268,-105.66239,10321.3,10.0,34475.0,3703000.0,4920.823301,3815.0,170.219025,110569.0,36.5,558.139535,216.20302862173915,91,7,1,1
93,561718,43.75141,-105.69435,43.76471,-105.68687,10417.0,13.0,85183.4538927739,2008107.0,5233.621429,4293.0,29.353663,91501.0,38.2,487.179487,216.20302862173915,92,9,1,1
94,561719,43.64998,-105.57221,43.66251,-105.5655,10310.64,13.0,85183.4538927739,1975737.0,4898.674446,3970.0,28.169707,92319.0,42.1,1253.776435,222.669767,93,9,1,1
95,561723,43.67749,-105.6702,43.66534,-105.67316,10814.57,17.0,43043.0,3387498.0,4495.992373,3521.0,193.691762,122951.0,39.7,477.142287,200.339681,94,5,1,1
96,561724,43.61805,-105.75275,43.60634,-105.75312,11595.58,18.0,114364.0,6862458.0,4268.092098,4297.0,181.809768,97124.64019851117,45.3,3266.35514,216.20302862173915,95,2,1,0
97,561725,43.57478,-105.99444,43.56213,-105.99503,12338.49,15.0,85183.4538927739,4378757.0,4612.262387,3975.0,182.670358,53596.0,40.0,2333.333333,202.625462,96,7,1,0
98,561729,43.69253,-105.61581,43.67946,-105.6226,10702.88,13.0,26521.0,1674866.0,5089.732192,4304.0,207.452343,137040.0,41.7,851.936219,188.232239,97,9,1,1
99,561732,43.56083,-105.54976,43.53446,-105.54646,10751.0,35.0,169769.0,13236380.0,9648.286104,8800.0,172.866961,97124.64019851117,51.5,5913.043478,216.20302862173915,98,8,1,1
100,561733,43.56083,-105.54994,43.57588,-105.55098,10662.0,18.0,59598.0,4289660.0,5490.779285,4397.0,356.046975,96280.0,53.7,1577.898551,245.942135,99,8,1,1
101,561735,43.56074,-105.55733,43.57525,-105.56188,10664.78,18.0,62928.0,5151646.0,5422.793051,4292.0,342.589783,122797.0,51.7,4465.734266,216.20302862173915,100,8,1,1
102,561737,43.65025,-105.64325,43.65243,-105.6261,10779.9,17.0,42523.0,3412063.0,4606.585418,3456.0,82.755772,120919.0,42.2,421.367521,216.20302862173915,101,5,1,1
103,561746,43.57488,-105.99433,43.58898,-105.98964,12305.0,14.0,85183.4538927739,3936100.0,5286.067166,4050.0,18.398369,55234.0,41.0,2143.369176,222.808189,102,7,1,0
104,561747,43.56112,-105.98648,43.54769,-105.98008,12262.0,14.0,85183.4538927739,6016190.0,5179.412202,4375.0,154.520097,88588.0,38.0,363.636364,216.20302862173915,103,7,1,0
105,561748,43.56115,-105.9863,43.57421,-105.97997,12236.0,10.0,85183.4538927739,4079775.0,5045.903348,3592.0,25.858822,40119.0,38.0,630.057803,170.81079,104,7,1,0
106,561749,43.72259,-105.51875,43.70948,-105.51589,9888.0,11.0,38073.0,3563459.0,4836.513747,3856.0,167.693501,74492.0,42.65357142857142,1135.754717,200.738424,105,7,1,1
107,561752,43.7359,-105.67751,43.72328,-105.68396,10531.87,13.0,85183.4538927739,1759862.0,4904.289356,4091.0,207.07128,118911.0,37.6,509.375,179.490751,106,9,1,1
108,561753,43.67841,-105.60904,43.6914,-105.6121,10491.9,20.0,48560.0,3748854.0,4802.034556,4203.0,346.74473,99270.0,42.0,832.020997,193.123892,107,24,1,1
109,561758,43.75211,-105.44869,43.739,-105.44895,9574.0,15.0,54563.0,3549256.0,4777.574473,4099.0,181.136152,80765.0,37.0,1148.148148,216.20302862173915,108,7,1,1
110,561759,43.65066,-105.656,43.662046,-105.656788,10911.62,13.0,32412.0,2562512.0,4154.127621,2450.0,356.040998,84534.0,38.6,657.381616,216.20302862173915,109,5,1,1
111,561761,43.79536,-105.32255,43.78269,-105.33008,8693.0,19.0,85183.4538927739,3135752.0,5026.463709,4566.0,210.723748,45883.0,36.0,764.705882,195.656145,110,15,1,1
112,561763,43.75037,-105.66545,43.76487,-105.67323,10313.39,13.0,41495.0,4021363.0,5669.186098,4618.0,331.784141,119237.0,37.5,751.914894,216.20302862173915,111,7,1,1
113,561767,43.67842,-105.59906,43.6912,-105.6016,10414.9,19.0,45355.0,3554400.0,4705.031533,4135.0,348.759057,109417.0,41.0,845.971564,216.20302862173915,112,24,1,1
114,561769,43.73727,-105.609,43.74997,-105.60609,10415.0,10.0,44622.0,4388700.0,4691.160611,3365.0,12.905623,71325.0,39.0,483.988764,195.086582,113,7,1,1
115,561782,43.66264,-105.68756,43.65061,-105.68969,11015.53,17.0,40826.0,3194429.0,4419.64461,3082.0,190.040581,104002.0,38.0,618.381618,216.20302862173915,114,5,1,1
116,561785,43.78111,-105.48538,43.76851,-105.48534,9452.18,21.275862068965516,85183.4538927739,8497015.0,4591.292821,3925.0,179.818109,93004.0,39.0,350.649351,195.521974,115,7,1,1
117,561788,43.66394,-105.68984,43.67604,-105.68799,10913.53,17.0,46248.0,3398694.0,4436.160472,3065.0,8.692781,147209.0,41.4,540.523293,216.20302862173915,116,5,1,1
118,561795,43.79568,-105.6923,43.7818,-105.69217,10327.0,12.0,77894.0,3359080.0,5057.923381,4126.0,179.463384,11895.0,37.5,3793.8328290086765,216.20302862173915,117,7,1,1
119,561797,43.78021,-105.6774,43.76743,-105.67746,10273.0,11.0,44494.0,4154450.0,4656.979421,3792.0,180.268992,60921.0,38.0,3793.8328290086765,216.20302862173915,118,7,1,1
120,561799,43.78097,-105.68384,43.79356,-105.68229,10225.0,10.0,85183.4538927739,3925317.0,4605.942277,3860.0,7.018571,12824.0,39.0,3793.8328290086765,216.20302862173915,119,7,1,1
121,561801,43.7659,-105.68397,43.75264,-105.67785,10359.0,11.0,85183.4538927739,3574088.0,5095.032819,4342.0,155.224859,126052.0,42.65357142857142,3793.8328290086765,216.20302862173915,120,7,1,1
122,561816,43.57705,-105.58157,43.58963,-105.57444,10687.79,20.0,71563.0,5746523.0,4957.688013,4669.0,29.543379,105837.0,47.8,4194.508009,216.20302862173915,121,8,1,1
123,561818,43.73601,-105.65058,43.72317,-105.65443,10443.99,13.0,85183.4538927739,1966265.0,4788.089752,3916.0,196.691056,113178.0,39.1,567.68559,177.555045,122,9,1,1
124,561827,43.57711,-105.56599,43.58966,-105.56657,10557.84,17.0,68865.0,4877340.0,4575.519208,4031.0,357.35395,105527.0,54.0,4188.6121,216.20302862173915,123,8,1,1
125,561830,43.6643,-105.54976,43.65111,-105.55133,10237.69,13.0,32103.0,1977313.0,4824.110183,4179.0,186.787955,36103.0,43.0,1588.628763,210.38853,124,9,1,1
126,561845,43.64968,-105.52864,43.6371,-105.52593,10118.27,18.0,92725.0,5033645.0,4639.6558,4168.0,167.843049,63228.0,42.65357142857142,2354.460094,216.20302862173915,125,8,1,1
127,561847,43.66267,-105.58576,43.65047,-105.59222,10479.73,13.0,85183.4538927739,1975491.0,4762.673716,3954.0,207.901586,129489.0,43.4,1264.327485,206.599384,126,9,1,1
128,561851,43.76704,-105.36634,43.73905,-105.36594,8903.93,32.0,85100.0,6179060.0,10199.627851,9375.0,179.181252,62569.0,32.9,3793.8328290086765,187.116378,127,20,1,1
129,561852,43.76666,-105.3658,43.79434,-105.36641,8701.0,30.0,77154.0,5364584.0,10087.45605,8871.0,358.737544,77024.0,36.6,911.005705,216.20302862173915,128,20,1,1
130,561869,43.7961,-105.50398,43.78256,-105.51197,9505.26,13.0,85183.4538927739,1934496.0,5365.734342,4223.0,210.544999,13226.0,34.8,948.453608,166.931047,129,9,1,1
131,561885,43.70817,-105.50578,43.69528,-105.50578,9958.0,12.0,41031.0,4507633.0,4696.90052,4033.0,180.0,55706.0,39.0,1608.832808,216.20302862173915,130,7,1,1
132,561887,43.66391,-105.57155,43.67708,-105.56545,10252.55,13.0,27996.0,1977893.0,5062.889362,4320.0,24.85234,83302.0,42.2,1068.05293,222.051796,131,9,1,1
133,561894,43.66168,-105.60624,43.65109,-105.60841,10626.0,17.0,40398.0,3397136.0,3901.294623,2928.0,191.580194,152307.0,42.3,1033.136966,216.20302862173915,132,5,1,1
134,561895,43.64968,-105.71727,43.66036,-105.71724,11178.55,14.0,57931.0,3935680.0,3891.670291,3028.0,0.160943,126411.0,42.65357142857142,931.294326,212.209782,133,19,1,1
135,561906,43.62044,-105.75626,43.63282,-105.75797,11530.23,14.0,56004.0,3934120.0,4533.770903,3360.0,352.135724,100599.0,47.7,2180.885183,216.20302862173915,134,19,1,0
136,561908,43.76563,-105.724,43.77922,-105.71704,10497.4,13.0,85183.4538927739,2030140.0,5282.153984,4410.0,27.11886,6833.0,36.2,937.5,194.844581,135,9,1,1
137,561911,43.73719,-105.51858,43.7245,-105.51599,9797.98,11.0,85183.4538927739,4397491.0,4674.419373,3874.0,168.464495,44557.0,39.0,364.40678,216.20302862173915,136,7,1,1
138,561913,43.7233,-105.50797,43.73694,-105.5064,9718.18,12.0,85183.4538927739,4683293.0,4987.495994,4261.0,6.566,43790.0,39.0,732.928551,194.496514,137,7,1,1
139,561915,43.7233,-105.50778,43.70973,-105.50525,9814.62,11.0,85183.4538927739,4318540.0,4989.700123,4152.0,169.438989,77290.0,39.0,1497.058824,204.185184,138,7,1,1
140,561923,43.70781,-105.60289,43.72029,-105.59578,10352.03,13.0,85183.4538927739,2012636.0,4920.53405,4188.0,29.670664,51395.0,40.6,533.834586,200.44096,139,9,1,1
141,561925,43.7356,-105.60542,43.72321,-105.61361,10500.1,13.0,48395.0,2032585.0,5006.650336,4307.0,213.465379,55046.0,39.2,848.341232,186.812119,140,9,1,1
142,561926,43.54656,-106.00063,43.57291,-106.00593,12363.0,6.0,85183.4538927739,11940247.0,9704.014226,8723.0,348.627358,180067.0,39.0,1218.446602,229.473413,141,7,1,0
143,561929,43.67778,-105.60517,43.66469,-105.6122,10520.9,13.0,28367.0,1945033.0,5119.40291,4481.0,208.238075,127013.0,41.9,968.274112,183.163171,142,9,1,1
144,561934,43.59145,-105.79018,43.60359,-105.78885,11682.38,14.0,55341.0,3958080.0,4437.662325,3717.0,6.252116,313356.0,42.65357142857142,3577.912254,225.934051,143,19,1,0
