station,latitude,longitude,elevation,observed,theoretical,terrain,bouger,curv,special,freeair,complete_bouger
SW166,42.15716667,-109.15,7065,979693.64,980362.23,0.57,240.97,1.51,0,-4.43,-246.34
SW167,42.14133333,-109.1385,6920,979693.08,980360.8,0.39,236.02,1.52,0,-17.19,-254.34
SW168,42.12966667,-109.18,7150,979677.61,980359.75,0.95,243.87,1.51,0,-10,-254.43
SW169,42.122,-109.1798333,7035,979686.14,980359.05,0.18,239.94,1.52,0,-11.58,-252.86
SW170,42.13466667,-109.1983333,7075,979684.91,980360.2,0.32,241.31,1.51,0,-10.2,-252.7
SW171,42.12183333,-109.1248333,6960,979669.47,980359.04,0.52,237.39,1.52,0,-15.29,-253.67
SW172,42.11,-109.1073333,6980,979688.85,980357.98,0.55,238.07,1.52,0,-12.96,-252
SW173,42.1015,-109.0948333,6980,979690.41,980357.21,0.39,238.07,1.52,0,-10.64,-249.84
SW174,41.74666667,-109.2826667,6565,979718.46,980325.3,0.14,223.91,1.52,0,10.34,-214.95
SW175,41.75333333,-109.2623333,6493,979725.21,980325.89,0.1,221.46,1.51,0,9.73,-213.14
SW176,41.73183333,-109.2411667,6429,979727.53,980323.96,0.06,219.27,1.51,0,7.96,-212.76
SW177,41.76566667,-109.2481667,6478,979729.71,980327.01,0.03,220.95,1.51,0,11.71,-210.72
SW178,41.7855,-109.2373333,6475,979732.37,980328.79,0.18,220.84,1.51,0,12.29,-209.88
SW179,41.84583333,-109.2196667,6640,979727.96,980334.2,0.03,226.47,1.52,0,17.97,-209.99
SW180,41.87033333,-109.2135,6618,979724.29,980336.41,0.04,225.72,1.52,0,10.03,-217.17
SW181,41.90816667,-109.2003333,6626,979723.46,980339.82,0.07,225.99,1.52,0,6.55,-220.89
SW182,41.92516667,-109.1946667,6640,979722.4,980341.35,0.06,226.47,1.52,0,5.27,-222.65
SW183,41.94766667,-109.1855,6670,979720.94,980343.38,0.11,227.49,1.52,0,4.61,-224.29
SW184,41.965,-109.1983333,6710,979722.1,980344.93,0.07,228.86,1.52,0,7.97,-222.34
SW185,41.9365,-109.1553333,6720,979717.18,980342.37,0.28,229.2,1.52,0,6.55,-223.89
SW186,41.9505,-109.1515,6760,979715.64,980343.63,0.16,230.56,1.52,0,7.51,-224.41
SW187,41.96,-109.147,6868,979709.54,980344.48,0.14,234.25,1.52,0,10.7,-224.92
SW188,41.9765,-109.154,6810,979712.07,980345.96,0.45,232.27,1.52,0,6.3,-227.04
SW189,41.99166667,-109.1476667,6950,979703.07,980347.33,0.13,237.04,1.52,0,9.09,-229.34
SW190,42.00133333,-109.1311667,6923,979699.93,980348.2,0.26,236.12,1.52,0,2.54,-234.84
SW191,41.94983333,-109.1173333,6867,979707.86,980343.56,0.46,234.21,1.52,0,9.84,-225.43
SW192,41.937,-109.0851667,7288,979680.1,980342.41,0.48,248.57,1.51,0,22.8,-226.8
SW193,41.94066667,-109.0646667,7390,979671.58,980342.74,0.43,252.05,1.51,0,23.52,-229.6
SW194,41.9385,-109.0336667,7150,979685.76,980342.55,0.48,243.87,1.51,0,15.35,-229.55
SW195,41.92866667,-109.0043333,7320,979672.72,980341.66,0.41,249.66,1.51,0,19.17,-231.59
SW196,41.9245,-108.9301667,6972,979690.49,980341.28,0.27,237.79,1.52,0,4.62,-234.42
SW197,41.92033333,-108.8755,6877,979695.96,980340.91,0.14,234.55,1.52,0,1.54,-234.39
SW198,41.88916667,-108.8391667,6914,979690.89,980338.11,0.07,235.82,1.52,0,2.75,-234.52
SW199,41.86016667,-108.8371667,6970,979688.23,980335.5,0.17,237.73,1.52,0,7.95,-231.12
SW200,41.95333333,-108.9348333,7220,979674.35,980343.88,0.9,246.25,1.51,0,9.19,-237.67
SW201,41.9705,-108.9225,7321,979666.24,980345.42,1.19,249.7,1.51,0,9.02,-240.99
SW202,41.9905,-108.8673333,7188,979674.4,980347.22,0.43,245.16,1.51,0,2.89,-243.36
SW203,41.985,-108.8458333,7129,979676.92,980346.73,0.33,243.15,1.51,0,0.36,-243.97
SW204,41.99516667,-108.7903333,6980,979687.01,980347.65,0.2,238.07,1.52,0,-4.47,-243.85
SW205,41.92766667,-108.9658333,7075,979685.98,980341.57,0.37,241.31,1.51,0,9.5,-232.95
SW001,42.49633333,-108.7296667,7684,979750.82,980392.77,1.82,-262.08,-1.49,0,80.35,-181.4
sw002,42.47766667,-108.7125,7825,979737.14,980391.09,1.06,-266.89,-1.48,1,81.59,-185.72
Sw003,42.45833333,-108.6928333,7655,979739.62,980389.34,0.8,-261.09,-1.49,2,69.84,-191.94
SW004,42.44066667,-108.67,7512,979744.11,980387.76,0.9,-256.21,-1.5,3,62.49,-194.32
swOOS,42.427,-108.6526667,7380,979750.4,980386.52,0.53,-251.71,-1.51,4,57.61,-195.07
5*006,42.408,-108.6475,7395,979744.48,980384.81,0.5,-252.22,-1.51,5,54.81,-198.41
sw007,42.395,-108.6266667,7260,979747.01,980383.64,0.43,-247.62,-1.51,6,45.83,-202.86
swooa,42.381,-108.613,7296,979740.86,980382.38,0.42,-248.85,-1.51,7,44.33,-205.61
SW009,42.36183333,-108.6103333,7288,979738.48,980380.65,0.73,-248.57,-1.51,8,42.92,-206.43
SwOlO,42.384,-108.573,7302,979743.55,980382.65,0.44,-249.05,-1.51,9,47.31,-202.81
SWOll,42.36983333,-108.612,7255,979739.32,980381.37,0.58,-247.45,-1.51,10,39.94,-208.44
5*012,42.37416667,-108.5388333,7513,979728.79,980381.77,0.61,-256.25,-1.5,11,53.26,-203.88
s*013,42.35716667,-108.5258333,7524,979723.47,980380.23,0.66,-256.62,-1.5,12,50.5,-206.96
SW014,42.34216667,-108.515,7487,979721.44,980378.88,0.68,-255.36,-1.5,13,46.35,-209.83
SwOlS,42.299,-108.4516667,7223,979724.72,980374.99,0.33,-246.36,-1.51,14,28.72,-218.82
SW016,42.31083333,-108.4758333,7187,979726.73,980376.05,0.33,-245.13,-1.51,15,26.27,-220.04
5*017,42.28583333,-108.4641667,7087,979721.79,980373.8,0.54,-241.72,-1.51,16,14.2,-228.49
SW018,42.26933333,-108.4766667,7045,979710.48,980372.32,0.29,-240.28,-1.51,17,0.42,-241.09
s*019,42.26316667,-108.5033333,7123,979698.86,980371.77,0.3,-242.95,-1.51,18,-3.31,-247.47
SW020,42.26633333,-108.525,7105,979704.57,980372.05,0.44,-242.33,-1.51,19,0.42,-242.98
SW021,42.321,-108.44,7336,979720.48,980376.98,0.47,-250.21,-1.51,20,33.11,-218.14
s*022,42.336,-108.4358333,7174,979732.69,980378.33,0.57,-244.68,-1.51,21,28.75,-216.88
sw023,42.35366667,-108.4275,7276,979730.71,980379.92,0.51,-248.16,-1.51,22,34.77,-214.4
s*024,42.348,-108.4741667,7400,979724.32,980379.41,0.44,-252.39,-1.51,23,40.53,-212.92
SW025,42.20933333,-109.2236667,6842,979700.57,980366.91,0.06,-233.36,-1.52,24,-23.16,-257.97
SW026,42.19716667,-109.2103333,6813,979702.08,980365.83,0.04,-232.37,-1.52,25,-23.27,-257.12
s*027,42.18933333,-109.1646667,6912,979696.42,980365.12,0.11,-235.75,-1.52,26,-18.92,-256.08
SW028,42.17266667,-109.0895,7400,979666.07,980363.62,0.49,-252.39,-1.51,27,-1.92,-255.33
5*029,42.16666667,-109.06,7709,979646.39,980363.08,1.66,-262.93,-1.49,28,7.97,-254.79
S*030,42.14683333,-109.017,7494,979661.6,980361.29,0.57,-255.6,-1.5,29,4.77,-251.76
S*031,42.13766667,-108.9773333,7160,979685.25,980360.47,0.33,-244.21,-1.51,30,-2.14,-247.53
S w032,42.1265,-108.933,7596,979657.69,980359.46,1.98,-259.08,-1.5,31,12.27,-246.33
SW033,42.12683333,-108.8816667,7537,979666.18,980359.48,0.58,-257.07,-1.5,32,15.18,-242.8
sw034,42.114,-108.836,7506,979668.08,980358.34,0.94,-256.01,-1.5,33,15.33,-241.24
sw035,42.0835,-108.777,7220,979684.78,980355.59,0.27,-246.25,-1.51,34,7.9,-239.59
sw036,42.08116667,-108.7513333,7199,979684.9,980355.38,0.28,-245.54,-1.51,35,6.26,-240.51
SW037,42.09233333,-108.7233333,7154,979690.8,980356.38,0.27,-244,-1.51,36,6.93,-238.32
SW038,42.0915,-108.6733333,7138,979690.21,980356.31,0.56,-243.46,-1.51,37,4.91,-239.5
sw039,42.10966667,-108.67,6970,979702.82,980357.95,0.16,-237.73,-1.52,38,0.1,-238.98
SW040,42.12566667,-108.6633333,6896,979704.28,980359.39,0.12,-235.2,-1.52,39,-6.83,-243.43
SW041,42.14483333,-108.6666667,6939,979707.96,980361,0.11,-236.6,-1.52,0,-0.84,-238.91
SW042,42.181,-108.7283333,7070,979705.1,980364,0.28,-241.1,-1.51,0,5.35,-237.02
SW043,42.191,-108.7845,7120,979704.54,980365,0.29,-242.8,-1.51,0,8.59,-235.48
SW045,42.21783333,-108.7956667,7200,979701.68,980367,0.32,-245.5,-1.51,0,10.83,-235.93
SW046,42.23783333,-108.815,7323,979695.72,980369,0.54,-249.7,-1.51,0,14.62,-236.11
SW047,42.25083333,-108.815,7470,979694.57,980370,0.67,-254.7,-1.5,0,26.11,-229.5
SW048,42.25866667,-108.8246667,7440,979690.19,980371,1.1,-253.7,-1.5,0,18.21,-235.95
sw049,42.27016667,-108.8098333,7841,979667.79,980372,1.07,-267.4,-1.48,0,32.44,-235.4
SW050,42.2695,-108.8256667,7757,979669.85,980372,0.84,-264.5,-1.49,0,26.68,-238.54
SW051,42.27916667,-108.8406667,7790,979670.47,980373,0.73,-265.6,-1.48,0,29.53,-236.92
SW052,42.295,-108.8511667,7827,979673.5,980374,0.83,-266.9,-1.48,0,34.61,-233
SW053,42.30066667,-108.8628333,7687,979686.46,980375,0.75,-262.1,-1.49,0,33.91,-229.02
SW054,42.31383333,-108.8628333,7550,979699.55,980376,0.68,-257.5,-1.5,0,32.93,-225.39
SW055,42.3285,-108.8686667,7510,979695.43,980377,0.53,-256.1,-1.5,0,23.74,-233.38
SW056,42.34566667,-108.8705,7408,979712.46,980379,0.44,-252.6,-1.5,0,29.64,-224.09
SW057,42.35533333,-108.8848333,7521,979712.64,980380,0.75,-256.5,-1.5,0,39.56,-217.71
sw058,42.30483333,-108.821,8090,979665.32,980375,2.06,-275.9,-1.46,0,50.25,-225.08
SW059,42.28866667,-108.8011667,7664,979679.12,980374,0.74,-261.4,-1.49,0,25.48,-236.67
SW060,42.2905,-108.7846667,7572,979689.37,980374,0.67,-258.2,-1.5,0,26.92,-232.16
SW061,42.2965,-108.7766667,7589,979689.57,980374,0.52,-258.8,-1.5,0,28.18,-231.63
sw062,42.31083333,-108.761,7520,979698.32,980376,0.59,-256.4,-1.5,0,29.15,-228.24
SW063,42.33,-108.752,7443,979713.43,980377,0.51,-253.8,-1.5,0,35.3,-219.55
SW064,42.344,-108.7245,7353,979727.65,980379,0.49,-250.7,-1.51,0,39.81,-212
SW065,42.36516667,-108.7116667,7370,979736.71,980380,0.43,-251.3,-1.51,0,48.56,-203.89
sw066,42.34466667,-108.7751667,7355,979724.91,980379,0.43,-250.8,-1.51,0,37.19,-214.75
SW067,42.357,-108.7543333,7340,979734.12,980380,0.45,-250.3,-1.51,0,43.88,-207.52
SW068,42.36966667,-108.7258333,7381,979734.14,980381,0.44,-251.7,-1.51,0,46.62,-206.19
SW069,42.34633333,-108.8238333,7388,979720.64,980379,0.44,-251.9,-1.51,0,35.88,-217.17
sw070,42.26816667,-108.7951667,7790,979667.26,980372,0.87,-265.6,-1.48,0,27.3,-239.01
Sw07i,42.27316667,-108.7686667,7686,979675.11,980372,1.07,-262.1,-1.49,0,24.94,-237.63
s*072,42.2795,-108.7483333,7670,979674.79,980373,0.97,-261.6,-1.49,0,22.54,-239.58
sw073,42.288,-108.7325,7576,979684.71,980374,0.61,-258.4,-1.5,0,22.87,-236.41
SW074,42.28283333,-108.7178333,7667,979676.37,980373,1.03,-261.5,-1.49,0,23.53,-238.43
SW075,42.20833333,-108.7838333,7120,979702.99,980366,0.39,-242.8,-1.51,0,5.48,-238.49
SW076,42.21433333,-108.776,7192,979701.14,980367,0.28,-245.3,-1.51,0,9.85,-236.68
SW077,42.23366667,-108.7615,7200,979702.39,980369,0.34,-245.5,-1.51,0,10.11,-236.63
sw078,42.234,-108.7541667,7205,979702.25,980369,0.32,-245.7,-1.51,0,10.41,-236.52
SW079,42.23316667,-108.7525,7212,979701.5,980369,0.33,-245.9,-1.51,0,10.4,-236.77
sw080,42.235,-108.7503333,7260,979700.18,980369,0.46,-247.6,-1.51,0,13.42,-235.25
SW081,42.25066667,-108.7528333,7271,979700.89,980370,0.54,-247.9,-1.51,0,13.75,-235.21
5*082,42.21666667,-108.72,7102,979707.67,980367,0.29,-242.2,-1.51,0,7.72,-235.74
SW083,42.17333333,-108.786,7086,979705.16,980363,0.25,-241.6,-1.51,0,7.6,-235.35
5*084,42.16516667,-108.6916667,6990,979708.03,980362,0.13,-238.4,-1.52,0,2.19,-237.61
swOSS,42.16216667,-108.6516667,6938,979707.83,980362,0.12,-236.6,-1.52,0,-2.63,-240.66
sw086,42.1725,-108.6333333,6915,979710.4,980363,0.15,-235.8,-1.52,0,-3.15,-240.37
sw087,42.18466667,-108.6083333,6900,979711.78,980364,0.2,-235.3,-1.52,0,-4.27,-240.93
SWQ88,42.19683333,-108.5833333,6868,979711.72,980365,0.21,-234.2,-1.52,0,-8.43,-243.99
SM089,42.204,-108.5666667,6870,979713.07,980366,0.21,-234.3,-1.52,0,-7.54,-243.16
sv»090,42.21783333,-108.5425,6910,979711.1,980367,0.26,-235.6,-1.52,0,-6.99,-243.93
SW091,42.2345,-108.5283333,7080,979701.42,980369,0.4,-241.4,-1.51,0,-2.21,-244.8
SW092,42.24516667,-108.52,6920,979705.99,980370,0.63,-236,-1.52,0,-13.63,-250.54
SW093,42.2405,-108.5533333,7080,979702.5,980369,0.35,-241.4,-1.51,0,-1.67,-244.31
SW094,42.25916667,-108.5716667,7100,979708.15,980371,0.63,-242.1,-1.51,0,4.18,-238.87
SW095,42.26883333,-108.58,7143,979707.21,980372,0.43,-243.6,-1.51,0,6.41,-238.3
SW096,42.28633333,-108.5991667,7227,979706.47,980373,0.38,-246.4,-1.51,0,11.98,-235.64
5*097,42.28633333,-108.61,7278,979703.28,980373,0.4,-248.2,-1.51,0,13.59,-235.75
SW098,42.3035,-108.6191667,7436,979697.32,980375,0.66,-253.6,-1.5,0,20.93,-233.54
SW099,42.30916667,-108.6356667,7660,979679.94,980375,0.81,-261.2,-1.49,0,24.08,-237.86
SWlOO,42.34066667,-108.6368333,7445,979715.58,980378,0.49,-253.9,-1.5,0,36.68,-218.26
SwlOl,42.3275,-108.6381667,7623,979690.98,980377,0.64,-260,-1.49,0,29.99,-230.87
5*102,42.31133333,-108.6725,7679,979684.89,980376,0.75,-261.9,-1.49,0,30.62,-232.03
SW103,42.303,-108.6943333,7845,979668.64,980375,1.47,-267.5,-1.48,0,30.72,-236.86
SW104,42.46816667,-108.8006667,7805,979735.15,980390,1.46,-266.2,-1.48,0,78.58,-187.65
SW105,42.4585,-108.7648333,7885,979728.03,980389,1.31,-268.9,-1.48,0,79.86,-189.25
SW106,42.442,-108.7383333,7710,979735.11,980387,0.84,-262.9,-1.49,0,71.98,-191.64
SW107,42.44383333,-108.7025,7507,979746.35,980388,0.71,-256,-1.5,0,63.98,-192.85
SW108,42.42766667,-108.7013333,7496,979742.25,980386,0.68,-255.6,-1.5,0,60.3,-196.19
SW109,42.41883333,-108.7065,7495,979741.78,980385,0.84,-255.6,-1.5,0,60.54,-195.76
SwllO,42.396,-108.7083333,7465,979738,980383,0.57,-254.6,-1.5,0,55.99,-199.55
SWlll,42.3795,-108.7158333,7340,979740.39,980382,0.45,-250.3,-1.51,0,48.13,-203.27
SW112,42.393,-108.7391667,7475,979738.76,980383,0.6,-254.9,-1.5,0,57.96,-197.89
swll3,42.40533333,-108.7645,7604,979734.14,980384,0.61,-259.3,-1.5,0,64.36,-195.88
